id,target,node_1,node_2,count,edge_weight
13,target_1,embarked_S,pclass_1.00,99,2
13,target_1,embarked_S,sex_female,205,3
13,target_1,embarked_S,title_Mrs,202,3
13,target_1,family_size_0.00,embarked_S,132,2
13,target_1,family_size_0.00,is_alone_0.00,228,4
13,target_1,family_size_0.00,pclass_1.00,80,2
13,target_1,family_size_0.00,sex_female,151,3
13,target_1,family_size_0.00,title_Mrs,144,3
13,target_1,fare_0.95,embarked_S,52,1
13,target_1,fare_0.95,family_size_0.00,36,1
13,target_1,fare_0.95,is_alone_0.00,77,2
13,target_1,fare_0.95,pclass_1.00,111,2
13,target_1,fare_0.95,sex_female,95,2
13,target_1,fare_0.95,title_Mrs,91,2
13,target_1,pclass_1.00,is_alone_0.00,155,3
13,target_1,pclass_1.00,title_Mrs,132,2
13,target_1,sex_female,is_alone_0.00,252,4
13,target_1,sex_female,pclass_1.00,139,3
13,target_1,sex_female,title_Mrs,343,5
13,target_1,title_Mrs,is_alone_0.00,244,4
14,target_1,age_1.05,embarked_S,2,1
14,target_1,age_1.05,family_size_0.00,1,1
14,target_1,age_1.05,fare_0.75,1,1
14,target_1,age_1.05,is_alone_0.00,2,1
14,target_1,age_1.05,pclass_1.00,2,1
14,target_1,age_1.05,sex_male,1,1
14,target_1,age_1.05,title_Mr,1,1
14,target_1,embarked_S,is_alone_0.00,200,3
14,target_1,embarked_S,pclass_1.00,99,2
14,target_1,embarked_S,sex_male,90,2
14,target_1,embarked_S,title_Mr,87,2
14,target_1,family_size_0.00,embarked_S,132,2
14,target_1,family_size_0.00,is_alone_0.00,228,4
14,target_1,family_size_0.00,pclass_1.00,80,2
14,target_1,family_size_0.00,sex_male,77,2
14,target_1,family_size_0.00,title_Mr,73,2
14,target_1,fare_0.75,embarked_S,62,1
14,target_1,fare_0.75,family_size_0.00,37,1
14,target_1,fare_0.75,is_alone_0.00,54,1
14,target_1,fare_0.75,pclass_1.00,39,1
14,target_1,fare_0.75,sex_male,31,1
14,target_1,fare_0.75,title_Mr,28,1
14,target_1,pclass_1.00,is_alone_0.00,155,3
14,target_1,pclass_1.00,title_Mr,52,1
14,target_1,sex_male,is_alone_0.00,103,2
14,target_1,sex_male,pclass_1.00,59,1
14,target_1,sex_male,title_Mr,133,2
14,target_1,title_Mr,is_alone_0.00,98,2
15,target_0,age_0.95,embarked_S,81,2
15,target_0,age_0.95,family_size_0.00,69,1
15,target_0,age_0.95,fare_0.75,36,1
15,target_0,age_0.95,is_alone_0.00,88,2
15,target_0,age_0.95,pclass_1.00,57,1
15,target_0,age_0.95,sex_male,92,2
15,target_0,age_0.95,title_Mr,85,2
15,target_0,embarked_S,is_alone_0.00,500,8
15,target_0,embarked_S,pclass_1.00,80,2
15,target_0,embarked_S,sex_male,533,8
15,target_0,embarked_S,title_Mr,520,8
15,target_0,family_size_0.00,embarked_S,425,7
15,target_0,family_size_0.00,is_alone_0.00,562,9
15,target_0,family_size_0.00,pclass_1.00,80,2
15,target_0,family_size_0.00,sex_male,519,8
15,target_0,family_size_0.00,title_Mr,507,8
15,target_0,fare_0.75,embarked_S,84,2
15,target_0,fare_0.75,family_size_0.00,50,1
15,target_0,fare_0.75,is_alone_0.00,68,1
15,target_0,fare_0.75,pclass_1.00,43,1
15,target_0,fare_0.75,sex_male,87,2
15,target_0,fare_0.75,title_Mr,81,2
15,target_0,pclass_1.00,is_alone_0.00,109,2
15,target_0,pclass_1.00,title_Mr,112,2
15,target_0,sex_male,is_alone_0.00,605,9
15,target_0,sex_male,pclass_1.00,120,2
15,target_0,sex_male,title_Mr,685,10
15,target_0,title_Mr,is_alone_0.00,590,9
16,target_0,age_0.35,embarked_C,8,1
16,target_0,age_0.35,family_size_1.00,6,1
16,target_0,age_0.35,fare_0.95,5,1
16,target_0,age_0.35,is_alone_0.00,66,1
16,target_0,age_0.35,pclass_1.00,5,1
16,target_0,age_0.35,sex_male,63,1
16,target_0,age_0.35,title_Mr,62,1
16,target_0,embarked_C,is_alone_0.00,104,2
16,target_0,embarked_C,pclass_1.00,44,1
16,target_0,embarked_C,sex_male,110,2
16,target_0,embarked_C,title_Mr,107,2
16,target_0,family_size_1.00,embarked_C,28,1
16,target_0,family_size_1.00,is_alone_0.00,108,2
16,target_0,family_size_1.00,pclass_1.00,29,1
16,target_0,family_size_1.00,sex_male,86,2
16,target_0,family_size_1.00,title_Mr,83,2
16,target_0,fare_0.95,embarked_C,25,1
16,target_0,fare_0.95,family_size_1.00,20,1
16,target_0,fare_0.95,is_alone_0.00,35,1
16,target_0,fare_0.95,pclass_1.00,46,1
16,target_0,fare_0.95,sex_male,58,1
16,target_0,fare_0.95,title_Mr,55,1
16,target_0,pclass_1.00,is_alone_0.00,109,2
16,target_0,pclass_1.00,title_Mr,112,2
16,target_0,sex_male,is_alone_0.00,605,9
16,target_0,sex_male,pclass_1.00,120,2
16,target_0,sex_male,title_Mr,685,10
16,target_0,title_Mr,is_alone_0.00,590,9
17,target_1,age_0.95,embarked_C,34,1
17,target_1,age_0.95,family_size_1.00,26,1
17,target_1,age_0.95,fare_0.95,33,1
17,target_1,age_0.95,is_alone_0.00,54,1
17,target_1,age_0.95,pclass_1.00,60,1
17,target_1,age_0.95,sex_female,56,1
17,target_1,age_0.95,title_Mrs,54,1
17,target_1,embarked_C,is_alone_0.00,111,2
17,target_1,embarked_C,pclass_1.00,97,2
17,target_1,embarked_C,sex_female,102,2
17,target_1,embarked_C,title_Mrs,97,2
17,target_1,family_size_1.00,embarked_C,52,1
17,target_1,family_size_1.00,is_alone_0.00,127,2
17,target_1,family_size_1.00,pclass_1.00,75,2
17,target_1,family_size_1.00,sex_female,101,2
17,target_1,family_size_1.00,title_Mrs,100,2
17,target_1,fare_0.95,embarked_C,60,1
17,target_1,fare_0.95,family_size_1.00,41,1
17,target_1,fare_0.95,is_alone_0.00,77,2
17,target_1,fare_0.95,pclass_1.00,111,2
17,target_1,fare_0.95,sex_female,95,2
17,target_1,fare_0.95,title_Mrs,91,2
17,target_1,pclass_1.00,is_alone_0.00,155,3
17,target_1,pclass_1.00,title_Mrs,132,2
17,target_1,sex_female,is_alone_0.00,252,4
17,target_1,sex_female,pclass_1.00,139,3
17,target_1,sex_female,title_Mrs,343,5
17,target_1,title_Mrs,is_alone_0.00,244,4
18,target_1,age_0.65,embarked_C,14,1
18,target_1,age_0.65,family_size_0.00,36,1
18,target_1,age_0.65,fare_0.95,13,1
18,target_1,age_0.65,is_alone_0.00,51,1
18,target_1,age_0.65,pclass_1.00,21,1
18,target_1,age_0.65,sex_female,43,1
18,target_1,age_0.65,title_Mrs,42,1
18,target_1,embarked_C,is_alone_0.00,111,2
18,target_1,embarked_C,pclass_1.00,97,2
18,target_1,embarked_C,sex_female,102,2
18,target_1,embarked_C,title_Mrs,97,2
18,target_1,family_size_0.00,embarked_C,59,1
18,target_1,family_size_0.00,is_alone_0.00,228,4
18,target_1,family_size_0.00,pclass_1.00,80,2
18,target_1,family_size_0.00,sex_female,151,3
18,target_1,family_size_0.00,title_Mrs,144,3
18,target_1,fare_0.95,embarked_C,60,1
18,target_1,fare_0.95,family_size_0.00,36,1
18,target_1,fare_0.95,is_alone_0.00,77,2
18,target_1,fare_0.95,pclass_1.00,111,2
18,target_1,fare_0.95,sex_female,95,2
18,target_1,fare_0.95,title_Mrs,91,2
18,target_1,pclass_1.00,is_alone_0.00,155,3
18,target_1,pclass_1.00,title_Mrs,132,2
18,target_1,sex_female,is_alone_0.00,252,4
18,target_1,sex_female,pclass_1.00,139,3
18,target_1,sex_female,title_Mrs,343,5
18,target_1,title_Mrs,is_alone_0.00,244,4
19,target_0,age_0.75,embarked_C,12,1
19,target_0,age_0.75,family_size_0.00,72,2
19,target_0,age_0.75,fare_0.95,13,1
19,target_0,age_0.75,is_alone_0.00,83,2
19,target_0,age_0.75,pclass_1.00,13,1
19,target_0,age_0.75,sex_male,88,2
19,target_0,age_0.75,title_Mr,88,2
19,target_0,embarked_C,is_alone_0.00,104,2
19,target_0,embarked_C,pclass_1.00,44,1
19,target_0,embarked_C,sex_male,110,2
19,target_0,embarked_C,title_Mr,107,2
19,target_0,family_size_0.00,embarked_C,76,2
19,target_0,family_size_0.00,is_alone_0.00,562,9
19,target_0,family_size_0.00,pclass_1.00,80,2
19,target_0,family_size_0.00,sex_male,519,8
19,target_0,family_size_0.00,title_Mr,507,8
19,target_0,fare_0.95,embarked_C,25,1
19,target_0,fare_0.95,family_size_0.00,15,1
19,target_0,fare_0.95,is_alone_0.00,35,1
19,target_0,fare_0.95,pclass_1.00,46,1
19,target_0,fare_0.95,sex_male,58,1
19,target_0,fare_0.95,title_Mr,55,1
19,target_0,pclass_1.00,is_alone_0.00,109,2
19,target_0,pclass_1.00,title_Mr,112,2
19,target_0,sex_male,is_alone_0.00,605,9
19,target_0,sex_male,pclass_1.00,120,2
19,target_0,sex_male,title_Mr,685,10
19,target_0,title_Mr,is_alone_0.00,590,9
20,target_1,age_0.75,embarked_S,30,1
20,target_1,age_0.75,family_size_2.00,5,1
20,target_1,age_0.75,fare_0.85,7,1
20,target_1,age_0.75,is_alone_1.00,8,1
20,target_1,age_0.75,pclass_1.00,26,1
20,target_1,age_0.75,sex_male,10,1
20,target_1,age_0.75,title_Mr,10,1
20,target_1,embarked_S,is_alone_1.00,95,2
20,target_1,embarked_S,pclass_1.00,99,2
20,target_1,embarked_S,sex_male,90,2
20,target_1,embarked_S,title_Mr,87,2
20,target_1,family_size_2.00,embarked_S,61,1
20,target_1,family_size_2.00,is_alone_1.00,91,2
20,target_1,family_size_2.00,pclass_1.00,29,1
20,target_1,family_size_2.00,sex_male,29,1
20,target_1,family_size_2.00,title_Mr,27,1
20,target_1,fare_0.85,embarked_S,42,1
20,target_1,fare_0.85,family_size_2.00,11,1
20,target_1,fare_0.85,is_alone_1.00,19,1
20,target_1,fare_0.85,pclass_1.00,43,1
20,target_1,fare_0.85,sex_male,23,1
20,target_1,fare_0.85,title_Mr,21,1
20,target_1,pclass_1.00,is_alone_1.00,43,1
20,target_1,pclass_1.00,title_Mr,52,1
20,target_1,sex_male,is_alone_1.00,37,1
