"id","reason"
"963","Como han muerto muchos hombres y eran mayores, y este caso se caracteriza por ser hombre y ser una persona mayor, ha sido clasificado como no_survivor."
"973","Por ser hombre y pagar poco por el billete, este caso ha sido clasificado como no_survivor, teniendo en cuenta que han muerto muchos hombres y pagaron poco por el billete."
"979","Como han muerto muchos hombres y pagaron poco por el billete, y este caso se caracteriza por ser hombre y pagar poco por el billete, ha sido clasificado como no_survivor."
"984","Por ser mujer y ser una persona mayor, este caso ha sido clasificado como survivor, puesto que sobrevivieron muchas mujeres y eran mayores."
"1018","Por ser hombre y pagar poco por el billete, este caso ha sido clasificado como no_survivor, teniendo en cuenta que han muerto muchos hombres y pagaron poco por el billete."
"1020","La clasificación de este caso como no_survivor se debe a ser hombre y viajar en 3ª clase, ya que han muerto muchos hombres y muchos viajar en 3ª clase."
"1021","Este caso ha sido clasificado como no_survivor por ser hombre y pagar poco por el billete, ya que han muerto muchos hombres y pagaron poco por el billete."
"1036","No es posible ofrecer una explicación para este caso."
"1062","Este caso ha sido clasificado como no_survivor por ser hombre y viajar en 3ª clase, ya que han muerto muchos hombres y muchos viajar en 3ª clase."
"1084","Por ser una persona muy mayor y pagar un billete de coste intermedio, este caso ha sido clasificado como no_survivor, teniendo en cuenta que eran muy mayores y pagaron un billete de coste intermedio."
"1156","No es posible ofrecer una explicación para este caso."
"1160","La clasificación de este caso como no_survivor se debe a ser hombre y viajar en 3ª clase, ya que han muerto muchos hombres y muchos viajar en 3ª clase."
"1172","La clasificación de este caso como no_survivor se debe a viajar en 3ª clase y ser una familia de muchos miembros, ya que muchos viajar en 3ª clase y eran de una familia de muchos miembros."
"1178","Como muchos viajar en 3ª clase y eran de una familia de muchos miembros, y este caso se caracteriza por viajar en 3ª clase y ser una familia de muchos miembros, ha sido clasificado como no_survivor."
"1180","Este caso ha sido clasificado como no_survivor por viajar en 3ª clase y ser una familia de muchos miembros, ya que muchos viajar en 3ª clase y eran de una familia de muchos miembros."
"1207","Este caso ha sido clasificado como no_survivor por ser familia numerosa y viajar en 3ª clase, ya que eran de familia numerosa y muchos viajar en 3ª clase."
"1216","No es posible ofrecer una explicación para este caso."
"1221","La clasificación de este caso como no_survivor se debe a ser hombre y pagar poco por el billete, ya que han muerto muchos hombres y pagaron poco por el billete."
"1234","Por ser hombre y viajar en 3ª clase, este caso ha sido clasificado como no_survivor, puesto que han muerto muchos hombres y muchos viajar en 3ª clase."
"1247","No es posible ofrecer una explicación para este caso."
"1260","Como sobrevivieron muchas mujeres y pagaron un billete de coste intermedio, y este caso se caracteriza por ser mujer y pagar un billete de coste intermedio, ha sido clasificado como survivor."
"1269","No es posible ofrecer una explicación para este caso."
"1283","Por ser hombre y pagar poco por el billete, este caso ha sido clasificado como no_survivor, puesto que han muerto muchos hombres y pagaron poco por el billete."
"1291","Como han muerto muchos hombres y pagaron un billete de coste intermedio, y este caso se caracteriza por ser hombre y pagar un billete de coste intermedio, ha sido clasificado como no_survivor."
"1301","Por ser hombre y pagar poco por el billete, este caso ha sido clasificado como no_survivor, puesto que han muerto muchos hombres y pagaron poco por el billete."
