target,node_1,node_2,count,edge_weight
no_survivor,age_0.55,sex_male,68,1
no_survivor,age_0.55,title_Mr,65,1
no_survivor,age_0.55,title_Mrs,10,1
no_survivor,age_0.55,title_rare,3,1
no_survivor,age_0.65,embarked_C,11,1
no_survivor,age_0.65,embarked_Q,11,1
no_survivor,age_0.65,embarked_S,60,1
no_survivor,age_0.65,family_size_0.00,58,1
no_survivor,age_0.65,family_size_1.00,14,1
no_survivor,age_0.65,family_size_2.00,8,1
no_survivor,age_0.65,family_size_3.00,2,1
no_survivor,age_0.65,fare_0.15,14,1
no_survivor,age_0.65,fare_0.25,15,1
no_survivor,age_0.65,fare_0.35,4,1
no_survivor,age_0.65,fare_0.45,12,1
no_survivor,age_0.65,fare_0.55,11,1
no_survivor,age_0.65,fare_0.65,12,1
no_survivor,age_0.65,fare_0.75,7,1
no_survivor,age_0.65,fare_0.85,4,1
no_survivor,age_0.65,fare_0.95,3,1
no_survivor,age_0.65,is_alone_0.00,10,1
no_survivor,age_0.65,is_alone_1.00,72,2
no_survivor,age_0.65,pclass_1.00,10,1
no_survivor,age_0.65,pclass_2.00,18,1
no_survivor,age_0.65,pclass_3.00,54,1
no_survivor,age_0.65,sex_female,9,1
no_survivor,age_0.65,sex_male,73,2
no_survivor,age_0.65,title_Mr,72,2
no_survivor,age_0.65,title_Mrs,9,1
no_survivor,age_0.65,title_rare,1,1
no_survivor,age_0.75,embarked_C,12,1
no_survivor,age_0.75,embarked_Q,29,1
no_survivor,age_0.75,embarked_S,60,1
no_survivor,age_0.75,family_size_0.00,72,2
no_survivor,age_0.75,family_size_1.00,11,1
no_survivor,age_0.75,family_size_10.00,10,1
no_survivor,age_0.75,family_size_2.00,7,1
no_survivor,age_0.75,family_size_3.00,1,1
no_survivor,age_0.75,fare_0.05,10,1
no_survivor,age_0.75,fare_0.15,33,1
no_survivor,age_0.75,fare_0.25,10,1
no_survivor,age_0.75,fare_0.45,13,1
no_survivor,age_0.75,fare_0.55,5,1
no_survivor,age_0.75,fare_0.65,4,1
no_survivor,age_0.75,fare_0.75,10,1
no_survivor,age_0.75,fare_0.85,3,1
no_survivor,age_0.75,fare_0.95,13,1
no_survivor,age_0.75,is_alone_0.00,18,1
no_survivor,age_0.75,is_alone_1.00,83,2
no_survivor,age_0.75,pclass_1.00,13,1
no_survivor,age_0.75,pclass_2.00,27,1
no_survivor,age_0.75,pclass_3.00,61,1
no_survivor,age_0.75,sex_female,13,1
no_survivor,age_0.75,sex_male,88,2
no_survivor,age_0.75,title_Mr,88,2
no_survivor,age_0.75,title_Mrs,12,1
no_survivor,age_0.75,title_rare,1,1
no_survivor,age_0.85,embarked_C,8,1
no_survivor,age_0.85,embarked_Q,6,1
no_survivor,age_0.85,embarked_S,63,1
no_survivor,age_0.85,family_size_0.00,47,1
no_survivor,age_0.85,family_size_1.00,13,1
no_survivor,age_0.85,family_size_2.00,8,1
no_survivor,age_0.85,family_size_5.00,3,1
no_survivor,age_0.85,family_size_6.00,4,1
no_survivor,age_0.85,family_size_7.00,2,1
no_survivor,age_0.85,fare_0.05,3,1
no_survivor,age_0.85,fare_0.15,10,1
no_survivor,age_0.85,fare_0.25,9,1
no_survivor,age_0.85,fare_0.35,4,1
no_survivor,age_0.85,fare_0.45,11,1
no_survivor,age_0.85,fare_0.55,5,1
no_survivor,age_0.85,fare_0.65,6,1
no_survivor,age_0.85,fare_0.75,18,1
no_survivor,age_0.85,fare_0.85,7,1
no_survivor,age_0.85,fare_0.95,4,1
no_survivor,age_0.85,is_alone_0.00,17,1
no_survivor,age_0.85,is_alone_1.00,60,1
no_survivor,age_0.85,pclass_1.00,17,1
no_survivor,age_0.85,pclass_2.00,21,1
no_survivor,age_0.85,pclass_3.00,39,1
no_survivor,age_0.85,sex_female,10,1
no_survivor,age_0.85,sex_male,67,1
no_survivor,age_0.85,title_Mr,62,1
no_survivor,age_0.85,title_Mrs,10,1
no_survivor,age_0.85,title_rare,5,1
no_survivor,age_0.95,embarked_C,20,1
no_survivor,age_0.95,embarked_Q,4,1
no_survivor,age_0.95,embarked_S,81,2
no_survivor,age_0.95,family_size_0.00,69,1
no_survivor,age_0.95,family_size_1.00,19,1
no_survivor,age_0.95,family_size_2.00,7,1
no_survivor,age_0.95,family_size_3.00,1,1
no_survivor,age_0.95,family_size_4.00,7,1
no_survivor,age_0.95,family_size_5.00,2,1
no_survivor,age_0.95,fare_0.05,1,1
no_survivor,age_0.95,fare_0.15,9,1
no_survivor,age_0.95,fare_0.25,4,1
no_survivor,age_0.95,fare_0.35,1,1
no_survivor,age_0.95,fare_0.45,10,1
no_survivor,age_0.95,fare_0.55,7,1
no_survivor,age_0.95,fare_0.75,36,1
no_survivor,age_0.95,fare_0.85,14,1
no_survivor,age_0.95,fare_0.95,23,1
no_survivor,age_0.95,is_alone_0.00,17,1
no_survivor,age_0.95,is_alone_1.00,88,2
no_survivor,age_0.95,pclass_1.00,57,1
no_survivor,age_0.95,pclass_2.00,22,1
no_survivor,age_0.95,pclass_3.00,26,1
no_survivor,age_0.95,sex_female,13,1
no_survivor,age_0.95,sex_male,92,2
no_survivor,age_0.95,title_Mr,85,2
no_survivor,age_0.95,title_Mrs,13,1
no_survivor,age_0.95,title_rare,7,1
no_survivor,age_1.05,embarked_C,2,1
no_survivor,age_1.05,embarked_Q,1,1
no_survivor,age_1.05,embarked_S,5,1
no_survivor,age_1.05,family_size_0.00,6,1
no_survivor,age_1.05,family_size_1.00,1,1
no_survivor,age_1.05,family_size_2.00,1,1
no_survivor,age_1.05,fare_0.15,2,1
no_survivor,age_1.05,fare_0.45,2,1
no_survivor,age_1.05,fare_0.85,2,1
no_survivor,age_1.05,fare_0.95,2,1
no_survivor,age_1.05,is_alone_0.00,1,1
no_survivor,age_1.05,is_alone_1.00,7,1
no_survivor,age_1.05,pclass_1.00,4,1
no_survivor,age_1.05,pclass_2.00,2,1
no_survivor,age_1.05,pclass_3.00,2,1
no_survivor,age_1.05,sex_male,8,1
no_survivor,age_1.05,title_Mr,7,1
no_survivor,age_1.05,title_rare,1,1
no_survivor,embarked_C,is_alone_0.00,17,1
no_survivor,embarked_C,is_alone_1.00,104,2
no_survivor,embarked_C,pclass_1.00,44,1
no_survivor,embarked_C,pclass_2.00,12,1
no_survivor,embarked_C,pclass_3.00,65,1
no_survivor,embarked_C,sex_female,11,1
no_survivor,embarked_C,sex_male,110,2
no_survivor,embarked_C,title_Mr,107,2
no_survivor,embarked_C,title_Mrs,11,1
no_survivor,embarked_C,title_rare,3,1
no_survivor,embarked_Q,is_alone_0.00,10,1
no_survivor,embarked_Q,is_alone_1.00,68,1
no_survivor,embarked_Q,pclass_1.00,1,1
no_survivor,embarked_Q,pclass_2.00,5,1
no_survivor,embarked_Q,pclass_3.00,72,2
no_survivor,embarked_Q,sex_female,18,1
no_survivor,embarked_Q,sex_male,60,1
no_survivor,embarked_Q,title_Mr,58,1
no_survivor,embarked_Q,title_Mrs,17,1
no_survivor,embarked_Q,title_rare,3,1
no_survivor,embarked_S,is_alone_0.00,121,2
no_survivor,embarked_S,is_alone_1.00,498,8
no_survivor,embarked_S,pclass_1.00,80,2
no_survivor,embarked_S,pclass_2.00,141,3
no_survivor,embarked_S,pclass_3.00,398,6
no_survivor,embarked_S,sex_female,88,2
no_survivor,embarked_S,sex_male,531,8
no_survivor,embarked_S,title_Mr,518,8
no_survivor,embarked_S,title_Mrs,88,2
no_survivor,embarked_S,title_rare,13,1
no_survivor,family_size_0.00,embarked_C,76,2
no_survivor,family_size_0.00,embarked_Q,63,1
no_survivor,family_size_0.00,embarked_S,423,7
no_survivor,family_size_0.00,is_alone_1.00,562,9
no_survivor,family_size_0.00,pclass_1.00,80,2
no_survivor,family_size_0.00,pclass_2.00,112,2
no_survivor,family_size_0.00,pclass_3.00,370,6
no_survivor,family_size_0.00,sex_female,45,1
no_survivor,family_size_0.00,sex_male,517,8
no_survivor,family_size_0.00,title_Mr,505,8
no_survivor,family_size_0.00,title_Mrs,44,1
no_survivor,family_size_0.00,title_rare,13,1
no_survivor,family_size_1.00,embarked_C,28,1
no_survivor,family_size_1.00,embarked_Q,5,1
no_survivor,family_size_1.00,embarked_S,75,2
no_survivor,family_size_1.00,is_alone_1.00,108,2
no_survivor,family_size_1.00,pclass_1.00,29,1
no_survivor,family_size_1.00,pclass_2.00,28,1
no_survivor,family_size_1.00,pclass_3.00,51,1
no_survivor,family_size_1.00,sex_female,22,1
no_survivor,family_size_1.00,sex_male,86,2
no_survivor,family_size_1.00,title_Mr,83,2
no_survivor,family_size_1.00,title_Mrs,22,1
no_survivor,family_size_1.00,title_rare,3,1
no_survivor,family_size_10.00,embarked_S,11,1
no_survivor,family_size_10.00,is_alone_0.00,11,1
no_survivor,family_size_10.00,pclass_3.00,11,1
no_survivor,family_size_10.00,sex_female,5,1
no_survivor,family_size_10.00,sex_male,6,1
no_survivor,family_size_10.00,title_Mr,6,1
no_survivor,family_size_10.00,title_Mrs,5,1
no_survivor,family_size_2.00,embarked_C,15,1
no_survivor,family_size_2.00,embarked_Q,4,1
no_survivor,family_size_2.00,embarked_S,49,1
no_survivor,family_size_2.00,is_alone_0.00,68,1
no_survivor,family_size_2.00,pclass_1.00,10,1
no_survivor,family_size_2.00,pclass_2.00,14,1
no_survivor,family_size_2.00,pclass_3.00,44,1
no_survivor,family_size_2.00,sex_female,17,1
no_survivor,family_size_2.00,sex_male,51,1
no_survivor,family_size_2.00,title_Mr,48,1
no_survivor,family_size_2.00,title_Mrs,17,1
no_survivor,family_size_2.00,title_rare,3,1
no_survivor,family_size_3.00,embarked_C,1,1
no_survivor,family_size_3.00,embarked_S,12,1
no_survivor,family_size_3.00,is_alone_0.00,13,1
no_survivor,family_size_3.00,pclass_1.00,3,1
no_survivor,family_size_3.00,pclass_2.00,4,1
no_survivor,family_size_3.00,pclass_3.00,6,1
no_survivor,family_size_3.00,sex_female,4,1
no_survivor,family_size_3.00,sex_male,9,1
no_survivor,family_size_3.00,title_Mr,9,1
no_survivor,family_size_3.00,title_Mrs,4,1
no_survivor,family_size_4.00,embarked_C,1,1
no_survivor,family_size_4.00,embarked_S,15,1
no_survivor,family_size_4.00,is_alone_0.00,16,1
no_survivor,family_size_4.00,pclass_1.00,1,1
no_survivor,family_size_4.00,pclass_3.00,15,1
no_survivor,family_size_4.00,sex_female,10,1
no_survivor,family_size_4.00,sex_male,6,1
no_survivor,family_size_4.00,title_Mr,6,1
no_survivor,family_size_4.00,title_Mrs,10,1
no_survivor,family_size_5.00,embarked_Q,6,1
no_survivor,family_size_5.00,embarked_S,14,1
no_survivor,family_size_5.00,is_alone_0.00,20,1
no_survivor,family_size_5.00,pclass_1.00,2,1
no_survivor,family_size_5.00,pclass_3.00,18,1
no_survivor,family_size_5.00,sex_female,5,1
no_survivor,family_size_5.00,sex_male,15,1
no_survivor,family_size_5.00,title_Mr,15,1
no_survivor,family_size_5.00,title_Mrs,5,1
no_survivor,family_size_6.00,embarked_S,12,1
no_survivor,family_size_6.00,is_alone_0.00,12,1
no_survivor,family_size_6.00,pclass_3.00,12,1
no_survivor,family_size_6.00,sex_female,6,1
no_survivor,family_size_6.00,sex_male,6,1
no_survivor,family_size_6.00,title_Mr,6,1
no_survivor,family_size_6.00,title_Mrs,6,1
no_survivor,family_size_7.00,embarked_S,8,1
no_survivor,family_size_7.00,is_alone_0.00,8,1
no_survivor,family_size_7.00,pclass_3.00,8,1
no_survivor,family_size_7.00,sex_female,3,1
no_survivor,family_size_7.00,sex_male,5,1
no_survivor,family_size_7.00,title_Mr,5,1
no_survivor,family_size_7.00,title_Mrs,3,1
no_survivor,fare_0.05,embarked_S,15,1
no_survivor,fare_0.05,family_size_0.00,15,1
no_survivor,fare_0.05,is_alone_1.00,15,1
no_survivor,fare_0.05,pclass_1.00,6,1
no_survivor,fare_0.05,pclass_2.00,6,1
no_survivor,fare_0.05,pclass_3.00,3,1
no_survivor,fare_0.05,sex_male,15,1
no_survivor,fare_0.05,title_Mr,14,1
no_survivor,fare_0.05,title_rare,1,1
no_survivor,fare_0.15,embarked_C,38,1
no_survivor,fare_0.15,embarked_Q,51,1
no_survivor,fare_0.15,embarked_S,81,2
no_survivor,fare_0.15,family_size_0.00,155,3
no_survivor,fare_0.15,family_size_1.00,10,1
no_survivor,fare_0.15,family_size_2.00,4,1
no_survivor,fare_0.15,family_size_6.00,1,1
no_survivor,fare_0.15,is_alone_0.00,5,1
no_survivor,fare_0.15,is_alone_1.00,165,3
no_survivor,fare_0.15,pclass_1.00,1,1
no_survivor,fare_0.15,pclass_3.00,169,3
no_survivor,fare_0.15,sex_female,20,1
no_survivor,fare_0.15,sex_male,150,3
no_survivor,fare_0.15,title_Mr,150,3
no_survivor,fare_0.15,title_Mrs,19,1
no_survivor,fare_0.15,title_rare,1,1
no_survivor,fare_0.25,embarked_C,5,1
no_survivor,fare_0.25,embarked_Q,6,1
no_survivor,fare_0.25,embarked_S,137,2
no_survivor,fare_0.25,family_size_0.00,141,3
no_survivor,fare_0.25,family_size_1.00,3,1
no_survivor,fare_0.25,family_size_2.00,4,1
no_survivor,fare_0.25,is_alone_0.00,4,1
no_survivor,fare_0.25,is_alone_1.00,144,3
no_survivor,fare_0.25,pclass_3.00,148,3
no_survivor,fare_0.25,sex_female,10,1
no_survivor,fare_0.25,sex_male,138,3
no_survivor,fare_0.25,title_Mr,138,3
no_survivor,fare_0.25,title_Mrs,10,1
no_survivor,fare_0.35,embarked_C,2,1
no_survivor,fare_0.35,embarked_Q,2,1
no_survivor,fare_0.35,embarked_S,34,1
no_survivor,fare_0.35,family_size_0.00,35,1
no_survivor,fare_0.35,family_size_1.00,1,1
no_survivor,fare_0.35,family_size_2.00,2,1
no_survivor,fare_0.35,is_alone_0.00,2,1
no_survivor,fare_0.35,is_alone_1.00,36,1
no_survivor,fare_0.35,pclass_3.00,38,1
no_survivor,fare_0.35,sex_female,8,1
no_survivor,fare_0.35,sex_male,30,1
no_survivor,fare_0.35,title_Mr,30,1
no_survivor,fare_0.35,title_Mrs,8,1
no_survivor,fare_0.45,embarked_C,1,1
no_survivor,fare_0.45,embarked_Q,5,1
no_survivor,fare_0.45,embarked_S,99,2
no_survivor,fare_0.45,family_size_0.00,94,2
no_survivor,fare_0.45,family_size_1.00,7,1
no_survivor,fare_0.45,family_size_2.00,3,1
no_survivor,fare_0.45,family_size_3.00,1,1
no_survivor,fare_0.45,is_alone_0.00,4,1
no_survivor,fare_0.45,is_alone_1.00,101,2
no_survivor,fare_0.45,pclass_2.00,81,2
no_survivor,fare_0.45,pclass_3.00,24,1
no_survivor,fare_0.45,sex_female,12,1
no_survivor,fare_0.45,sex_male,93,2
no_survivor,fare_0.45,title_Mr,87,2
no_survivor,fare_0.45,title_Mrs,12,1
no_survivor,fare_0.45,title_rare,6,1
no_survivor,fare_0.55,embarked_C,22,1
no_survivor,fare_0.55,embarked_Q,5,1
no_survivor,fare_0.55,embarked_S,30,1
no_survivor,fare_0.55,family_size_0.00,22,1
no_survivor,fare_0.55,family_size_1.00,20,1
no_survivor,fare_0.55,family_size_2.00,15,1
no_survivor,fare_0.55,is_alone_0.00,15,1
no_survivor,fare_0.55,is_alone_1.00,42,1
no_survivor,fare_0.55,pclass_2.00,13,1
no_survivor,fare_0.55,pclass_3.00,44,1
no_survivor,fare_0.55,sex_female,16,1
no_survivor,fare_0.55,sex_male,41,1
no_survivor,fare_0.55,title_Mr,40,1
no_survivor,fare_0.55,title_Mrs,16,1
no_survivor,fare_0.55,title_rare,1,1
no_survivor,fare_0.65,embarked_C,5,1
no_survivor,fare_0.65,embarked_Q,2,1
no_survivor,fare_0.65,embarked_S,52,1
no_survivor,fare_0.65,family_size_0.00,11,1
no_survivor,fare_0.65,family_size_1.00,21,1
no_survivor,fare_0.65,family_size_2.00,16,1
no_survivor,fare_0.65,family_size_3.00,6,1
no_survivor,fare_0.65,family_size_4.00,5,1
no_survivor,fare_0.65,is_alone_0.00,27,1
no_survivor,fare_0.65,is_alone_1.00,32,1
no_survivor,fare_0.65,pclass_2.00,11,1
no_survivor,fare_0.65,pclass_3.00,48,1
no_survivor,fare_0.65,sex_female,17,1
no_survivor,fare_0.65,sex_male,42,1
no_survivor,fare_0.65,title_Mr,42,1
no_survivor,fare_0.65,title_Mrs,17,1
no_survivor,fare_0.75,embarked_C,15,1
no_survivor,fare_0.75,embarked_Q,6,1
no_survivor,fare_0.75,embarked_S,84,2
no_survivor,fare_0.75,family_size_0.00,50,1
no_survivor,fare_0.75,family_size_1.00,18,1
no_survivor,fare_0.75,family_size_2.00,8,1
no_survivor,fare_0.75,family_size_3.00,1,1
no_survivor,fare_0.75,family_size_4.00,5,1
no_survivor,fare_0.75,family_size_5.00,12,1
no_survivor,fare_0.75,family_size_6.00,11,1
no_survivor,fare_0.75,is_alone_0.00,37,1
no_survivor,fare_0.75,is_alone_1.00,68,1
no_survivor,fare_0.75,pclass_1.00,43,1
no_survivor,fare_0.75,pclass_2.00,34,1
no_survivor,fare_0.75,pclass_3.00,28,1
no_survivor,fare_0.75,sex_female,18,1
no_survivor,fare_0.75,sex_male,87,2
no_survivor,fare_0.75,title_Mr,81,2
no_survivor,fare_0.75,title_Mrs,18,1
no_survivor,fare_0.75,title_rare,6,1
no_survivor,fare_0.85,embarked_C,8,1
no_survivor,fare_0.85,embarked_S,47,1
no_survivor,fare_0.85,family_size_0.00,24,1
no_survivor,fare_0.85,family_size_1.00,8,1
no_survivor,fare_0.85,family_size_2.00,3,1
no_survivor,fare_0.85,family_size_3.00,1,1
no_survivor,fare_0.85,family_size_4.00,5,1
no_survivor,fare_0.85,family_size_5.00,6,1
no_survivor,fare_0.85,family_size_7.00,8,1
no_survivor,fare_0.85,is_alone_0.00,23,1
no_survivor,fare_0.85,is_alone_1.00,32,1
no_survivor,fare_0.85,pclass_1.00,29,1
no_survivor,fare_0.85,pclass_2.00,4,1
no_survivor,fare_0.85,pclass_3.00,22,1
no_survivor,fare_0.85,sex_female,8,1
no_survivor,fare_0.85,sex_male,47,1
no_survivor,fare_0.85,title_Mr,46,1
no_survivor,fare_0.85,title_Mrs,8,1
no_survivor,fare_0.85,title_rare,1,1
no_survivor,fare_0.95,embarked_C,25,1
no_survivor,fare_0.95,embarked_Q,1,1
no_survivor,fare_0.95,embarked_S,40,1
no_survivor,fare_0.95,family_size_0.00,15,1
no_survivor,fare_0.95,family_size_1.00,20,1
no_survivor,fare_0.95,family_size_10.00,11,1
no_survivor,fare_0.95,family_size_2.00,13,1
no_survivor,fare_0.95,family_size_3.00,4,1
no_survivor,fare_0.95,family_size_4.00,1,1
no_survivor,fare_0.95,family_size_5.00,2,1
no_survivor,fare_0.95,is_alone_0.00,31,1
no_survivor,fare_0.95,is_alone_1.00,35,1
no_survivor,fare_0.95,pclass_1.00,46,1
no_survivor,fare_0.95,pclass_2.00,9,1
no_survivor,fare_0.95,pclass_3.00,11,1
no_survivor,fare_0.95,sex_female,8,1
no_survivor,fare_0.95,sex_male,58,1
no_survivor,fare_0.95,title_Mr,55,1
no_survivor,fare_0.95,title_Mrs,8,1
no_survivor,fare_0.95,title_rare,3,1
no_survivor,pclass_1.00,is_alone_0.00,16,1
no_survivor,pclass_1.00,is_alone_1.00,109,2
no_survivor,pclass_1.00,title_Mr,112,2
no_survivor,pclass_1.00,title_Mrs,5,1
no_survivor,pclass_1.00,title_rare,8,1
no_survivor,pclass_2.00,is_alone_0.00,18,1
no_survivor,pclass_2.00,is_alone_1.00,140,3
no_survivor,pclass_2.00,title_Mr,140,3
no_survivor,pclass_2.00,title_Mrs,8,1
no_survivor,pclass_2.00,title_rare,10,1
no_survivor,pclass_3.00,is_alone_0.00,114,2
no_survivor,pclass_3.00,is_alone_1.00,421,7
no_survivor,pclass_3.00,title_Mr,431,7
no_survivor,pclass_3.00,title_Mrs,103,2
no_survivor,pclass_3.00,title_rare,1,1
no_survivor,sex_female,is_alone_0.00,50,1
no_survivor,sex_female,is_alone_1.00,67,1
no_survivor,sex_female,pclass_1.00,5,1
no_survivor,sex_female,pclass_2.00,8,1
no_survivor,sex_female,pclass_3.00,104,2
no_survivor,sex_female,title_Mrs,116,2
no_survivor,sex_female,title_rare,1,1
no_survivor,sex_male,is_alone_0.00,98,2
no_survivor,sex_male,is_alone_1.00,603,9
no_survivor,sex_male,pclass_1.00,120,2
no_survivor,sex_male,pclass_2.00,150,3
no_survivor,sex_male,pclass_3.00,431,7
no_survivor,sex_male,title_Mr,683,10
no_survivor,sex_male,title_rare,18,1
no_survivor,title_Mr,is_alone_0.00,95,2
no_survivor,title_Mr,is_alone_1.00,588,9
