id,node_name,node_importance,node_weight,rank,target
179,age_0.95,0.10877065548658126,20,2,no_survivor
179,sex_male,0.10222724241087636,15,3,no_survivor
179,embarked_S,0.06611693749248476,15,4,no_survivor
179,family_size_0.00,0.044697919169300424,10,5,no_survivor
179,is_alone_1.00,0.02600319396264198,10,6,no_survivor
179,fare_0.75,-0.021346381241697007,10,7,no_survivor
179,pclass_1.00,-0.06994010407169184,15,8,no_survivor
186,sex_female,0.21508008816659013,30,1,survivor
186,title_Mrs,0.209969662018352,30,2,survivor
186,pclass_1.00,0.11940618813230455,20,3,survivor
186,embarked_C,0.06556804391989975,15,4,survivor
186,is_alone_1.00,0.04035206519654707,10,5,survivor
186,family_size_0.00,0.018446892424117102,10,6,survivor
186,age_0.95,0.01084874312705195,10,7,survivor
186,fare_0.75,-0.054767175727414144,15,8,survivor
191,family_size_0.00,0.12102176816659287,20,1,no_survivor
191,title_Mr,0.10077476939853426,15,2,no_survivor
191,sex_male,0.09479722202445383,15,3,no_survivor
191,pclass_1.00,0.09080960270237955,15,4,no_survivor
191,embarked_S,0.041783545876737355,10,5,no_survivor
191,age_0.65,0.008068419604562518,10,6,no_survivor
191,is_alone_1.00,0.0032299387753662572,10,7,no_survivor
191,fare_0.85,-0.08538977380607504,15,8,no_survivor
200,title_Mr,0.17638433656770686,25,1,no_survivor
200,sex_male,0.16016960891491355,25,2,no_survivor
200,family_size_0.00,0.1072856678525836,20,3,no_survivor
200,age_0.95,0.047230444674259034,10,4,no_survivor
200,fare_0.95,0.025088670490766747,10,5,no_survivor
200,is_alone_1.00,0.012889717215774737,10,6,no_survivor
200,pclass_1.00,-0.07288915452526835,15,7,no_survivor
200,embarked_C,-0.08106379844818455,15,8,no_survivor
203,age_0.55,0.1912265832074112,25,1,no_survivor
203,sex_male,0.11253406938915878,20,2,no_survivor
203,title_Mr,0.1112496449224443,20,3,no_survivor
203,family_size_1.00,0.0844487827386473,15,4,no_survivor
203,is_alone_1.00,0.005134080130089038,10,5,no_survivor
203,fare_0.95,-0.025055521195410848,10,6,no_survivor
203,embarked_C,-0.03228321813454338,10,7,no_survivor
203,pclass_1.00,-0.07215892831524481,15,8,no_survivor
228,title_Mr,0.17955699391477972,25,1,no_survivor
228,sex_male,0.1789541493363721,25,2,no_survivor
228,age_0.15,0.10288434265286997,15,3,no_survivor
228,is_alone_1.00,0.07267025347891773,15,4,no_survivor
228,family_size_1.00,0.0034928087219046992,10,5,no_survivor
228,fare_0.95,-0.025350582051240304,10,6,no_survivor
228,embarked_C,-0.06795160791629512,15,7,no_survivor
228,pclass_1.00,-0.06916086539475717,15,8,no_survivor
290,title_Mr,0.2815918883379933,35,1,no_survivor
290,sex_male,0.12877481899290671,20,2,no_survivor
290,age_0.95,0.10577388580878053,20,3,no_survivor
290,embarked_S,0.0997616102672353,15,4,no_survivor
290,fare_0.95,-0.033347220846097626,10,5,no_survivor
290,is_alone_0.00,-0.03916933754269703,10,6,no_survivor
290,family_size_2.00,-0.07774878485836455,15,7,no_survivor
290,pclass_1.00,-0.09054136741720499,15,8,no_survivor
291,pclass_1.00,0.15065748259163578,20,1,survivor
291,sex_female,0.13606805186075824,20,2,survivor
291,title_Mrs,0.13524906909923298,20,3,survivor
291,fare_0.95,0.13146365275440458,20,4,survivor
291,family_size_2.00,0.07568021472235772,15,5,survivor
291,age_0.85,0.014022640586732294,10,6,survivor
291,is_alone_0.00,0.0008741852067997993,10,7,survivor
291,embarked_S,-0.01911078956447289,10,8,survivor
302,fare_1.05,0.2833067601146322,35,1,survivor
302,sex_female,0.1286695090221302,20,2,survivor
302,title_Mrs,0.12836134267349664,20,3,survivor
302,pclass_1.00,0.07990790296704127,15,4,survivor
302,embarked_C,0.04360475341672796,10,5,survivor
302,is_alone_1.00,-0.0015025676070973206,10,6,survivor
302,age_0.75,-0.014209572373329971,10,7,survivor
302,family_size_0.00,-0.023233620956152532,10,8,survivor
311,sex_female,0.16159322920585578,25,1,survivor
311,title_Mrs,0.16071226368176006,25,2,survivor
311,pclass_1.00,0.10326819204806466,15,3,survivor
311,family_size_2.00,0.09269300781107807,15,4,survivor
311,fare_0.95,0.0737561066707734,15,5,survivor
311,age_0.95,0.03753294350230008,10,6,survivor
311,is_alone_0.00,0.016390665277209754,10,7,survivor
311,embarked_S,-0.021041900939593378,10,8,survivor
339,age_0.05,0.2927625770905518,35,1,survivor
339,family_size_3.00,0.22794726293740605,30,2,survivor
339,pclass_2.00,0.1288693070393925,20,3,survivor
339,fare_0.85,0.09816089614617729,15,4,survivor
339,is_alone_0.00,0.02900724151489915,10,5,survivor
339,embarked_S,0.021885778886620022,10,6,survivor
339,sex_male,-0.08657528914215867,15,7,survivor
339,title_Mr,-0.08715326721543974,15,8,survivor
343,sex_male,0.11416012262127181,20,1,no_survivor
343,title_Mr,0.11356476752585282,20,2,no_survivor
343,age_0.75,0.052127346419259056,15,3,no_survivor
343,fare_0.45,0.030471941848515264,10,4,no_survivor
343,family_size_0.00,0.026042297581260195,10,5,no_survivor
343,pclass_2.00,0.017133572315774438,10,6,no_survivor
343,embarked_S,0.011237259273259349,10,7,no_survivor
343,is_alone_1.00,0.010358185157358644,10,8,no_survivor
344,sex_female,0.2567301211771679,30,1,survivor
344,title_Mrs,0.2550769401173079,30,2,survivor
344,pclass_2.00,0.11958276392306956,20,3,survivor
344,family_size_0.00,0.022210628076056053,10,4,survivor
344,age_0.25,-0.002301885436449576,10,5,survivor
344,fare_0.45,-0.0034344499391455933,10,6,survivor
344,is_alone_1.00,-0.005891460171597168,10,7,survivor
344,embarked_S,-0.017068150488960564,10,8,survivor
352,pclass_2.00,0.1487024852412817,20,1,survivor
352,sex_female,0.1468834136591274,20,2,survivor
352,title_Mrs,0.14605489554811965,20,3,survivor
352,family_size_2.00,0.13054584699756688,20,4,survivor
352,fare_0.85,0.11897952683226516,20,5,survivor
352,is_alone_0.00,0.0012173189644268155,10,6,survivor
352,embarked_S,-0.026336216204974266,10,7,survivor
352,age_0.85,-0.041142763780364786,10,8,survivor
379,sex_female,0.18282630023925645,25,1,survivor
379,title_Mrs,0.1820427569202245,25,2,survivor
379,pclass_2.00,0.09093449668499112,15,3,survivor
379,family_size_2.00,0.05420791795000873,15,4,survivor
379,fare_0.75,0.052089392680353244,15,5,survivor
379,age_0.65,0.04890342558600931,10,6,survivor
379,is_alone_0.00,0.020551978005598267,10,7,survivor
379,embarked_S,-0.006651760808993265,10,8,survivor
392,sex_female,0.15589776495539465,25,1,survivor
392,title_Mrs,0.15461544972965172,20,2,survivor
392,age_0.35,0.09706876000772373,15,3,survivor
392,embarked_C,0.0848593262225458,15,4,survivor
392,family_size_1.00,0.06114200763984813,15,5,survivor
392,fare_0.75,0.04053273126568951,10,6,survivor
392,pclass_2.00,0.03564019809257565,10,7,survivor
392,is_alone_1.00,-0.004851730655980683,10,8,survivor
400,sex_female,0.1838269929864747,25,1,survivor
400,title_Mrs,0.18352233835337292,25,2,survivor
400,pclass_2.00,0.09713396945920656,15,3,survivor
400,family_size_2.00,0.08530570549648854,15,4,survivor
400,fare_0.75,0.054997964819572545,15,5,survivor
400,is_alone_0.00,0.014045544376428331,10,6,survivor
400,age_0.75,0.010566407718662522,10,7,survivor
400,embarked_S,-0.004494415952757533,10,8,survivor
411,age_0.85,0.20532440411027095,25,1,no_survivor
411,embarked_S,0.1333582960479662,20,2,no_survivor
411,fare_0.45,0.13204437950778772,20,3,no_survivor
411,is_alone_1.00,0.08533289607486187,15,4,no_survivor
411,family_size_0.00,0.08013054612475946,15,5,no_survivor
411,pclass_2.00,0.03972390455869798,10,6,no_survivor
411,title_Mrs,-0.1493895360649945,20,7,no_survivor
411,sex_female,-0.15142939761679808,20,8,no_survivor
415,sex_female,0.24872418030312637,30,1,survivor
415,title_Mrs,0.24804655041306248,30,2,survivor
415,pclass_2.00,0.1118020622243043,20,3,survivor
415,fare_0.45,0.032776429262174826,10,4,survivor
415,age_0.75,0.014177203558784431,10,5,survivor
415,is_alone_1.00,0.0010006097033297134,10,6,survivor
415,embarked_S,-0.015312173423618878,10,7,survivor
415,family_size_0.00,-0.016310354783714683,10,8,survivor
430,age_0.05,0.17792382582721486,25,1,survivor
430,sex_female,0.12925382780610892,20,2,survivor
430,title_Mrs,0.12836516193092337,20,3,survivor
430,pclass_2.00,0.08944560962402709,15,4,survivor
430,family_size_1.00,0.05331562845493743,15,5,survivor
430,fare_0.75,0.04838361330352319,10,6,survivor
430,is_alone_1.00,0.018282118558705398,10,7,survivor
430,embarked_S,-0.020065278247991664,10,8,survivor
466,sex_male,0.12974869651790216,20,1,no_survivor
466,title_Mr,0.1286996910402117,20,2,no_survivor
466,pclass_2.00,0.06499147981464919,15,3,no_survivor
466,age_0.75,0.05500576321248242,15,4,no_survivor
466,embarked_S,0.011949178535535464,10,5,no_survivor
466,is_alone_1.00,0.011407536662795127,10,6,no_survivor
466,family_size_1.00,0.0010162226027180755,10,7,no_survivor
466,fare_0.75,-0.02772307564374256,10,8,no_survivor
470,sex_male,0.10443878396158231,20,1,no_survivor
470,title_Mr,0.10427069704713085,20,2,no_survivor
470,age_0.75,0.045987897891082624,10,3,no_survivor
470,embarked_Q,0.043162441422571425,10,4,no_survivor
470,fare_0.45,0.03176575228564077,10,5,no_survivor
470,family_size_0.00,0.02062659881423729,10,6,no_survivor
470,pclass_2.00,0.0173249210025282,10,7,no_survivor
470,is_alone_1.00,0.007518400317778118,10,8,no_survivor
473,fare_0.05,0.09916960123258886,15,1,no_survivor
473,sex_male,0.07174513518921219,15,2,no_survivor
473,title_Mr,0.07125711620686678,15,3,no_survivor
473,age_0.75,0.04607066300941082,10,4,no_survivor
473,pclass_2.00,0.03791281920394854,10,5,no_survivor
473,family_size_0.00,0.028230580844161232,10,6,no_survivor
473,embarked_S,0.01095187522327492,10,7,no_survivor
473,is_alone_1.00,0.009757701833088175,10,8,no_survivor
476,title_rare,0.15938658645816114,25,1,no_survivor
476,sex_male,0.15233905615952614,20,2,no_survivor
476,age_0.65,0.07117984602051133,15,3,no_survivor
476,pclass_2.00,0.019639831821974506,10,4,no_survivor
476,embarked_S,0.015687905142661055,10,5,no_survivor
476,fare_0.75,-0.0012817962291044541,10,6,no_survivor
476,is_alone_0.00,-0.010369176679767394,10,7,no_survivor
476,family_size_2.00,-0.03148675995141068,10,8,no_survivor
504,sex_male,0.10227570959317424,15,1,no_survivor
504,title_Mr,0.10090236265157276,15,2,no_survivor
504,age_0.85,0.05706438300132326,15,3,no_survivor
504,fare_0.45,0.03861982802439072,10,4,no_survivor
504,family_size_0.00,0.024931186887750176,10,5,no_survivor
504,pclass_2.00,0.02293796674175422,10,6,no_survivor
504,embarked_S,0.019108365930402472,10,7,no_survivor
504,is_alone_1.00,0.009255689912183653,10,8,no_survivor
521,sex_female,0.23763228563866637,30,1,survivor
521,title_Mrs,0.23407976418997012,30,2,survivor
521,pclass_2.00,0.08499281290077736,15,3,survivor
521,age_0.55,0.051273963849787184,10,4,survivor
521,fare_0.45,0.04453848342932747,10,5,survivor
521,is_alone_1.00,-0.00209409934172694,10,6,survivor
521,family_size_0.00,-0.009729522584454236,10,7,survivor
521,embarked_S,-0.01578918082489894,10,8,survivor
527,sex_male,0.12077182223724514,20,1,no_survivor
527,title_Mr,0.11866558229685845,20,2,no_survivor
527,pclass_2.00,0.04629209400663211,10,3,no_survivor
527,fare_0.45,0.02784197068654599,10,4,no_survivor
527,family_size_0.00,0.025735947360609666,10,5,no_survivor
527,embarked_S,0.020216979876217234,10,6,no_survivor
527,is_alone_1.00,0.011200515695099174,10,7,no_survivor
527,age_0.55,0.004370580583343822,10,8,no_survivor
529,sex_female,0.2511770503585443,30,1,survivor
529,title_Mrs,0.24863400256301332,30,2,survivor
529,family_size_1.00,0.061646779902194665,15,3,survivor
529,pclass_2.00,0.05869770566614199,15,4,survivor
529,is_alone_1.00,0.048479819742033595,10,5,survivor
529,embarked_S,0.04024071987984164,10,6,survivor
529,fare_0.75,0.03697938695110187,10,7,survivor
529,age_0.95,-0.12095095780542296,20,8,survivor
533,pclass_2.00,0.27032779377263993,35,1,survivor
533,sex_female,0.15973672727579363,25,2,survivor
533,title_Mrs,0.15905566927021655,25,3,survivor
533,age_0.25,0.032725691753731655,10,4,survivor
533,family_size_1.00,0.02812193981530224,10,5,survivor
533,fare_0.65,0.011465335031326126,10,6,survivor
533,is_alone_1.00,-0.017688114759930457,10,7,survivor
533,embarked_S,-0.01884053490163115,10,8,survivor
547,title_Mr,0.13459753947038475,20,1,no_survivor
547,sex_male,0.13442619820789586,20,2,no_survivor
547,age_0.35,0.1191155849665678,20,3,no_survivor
547,family_size_0.00,0.037960678094520514,10,4,no_survivor
547,fare_0.55,0.019193897073868645,10,5,no_survivor
547,is_alone_1.00,0.018322969648498933,10,6,no_survivor
547,pclass_2.00,0.0019354066592532058,10,7,no_survivor
547,embarked_C,-0.09045678137843804,15,8,no_survivor
570,sex_female,0.2696320339475004,35,1,survivor
570,title_Mrs,0.26721284219113717,35,2,survivor
570,pclass_2.00,0.05204297413018848,15,3,survivor
570,is_alone_1.00,0.03277753308219114,10,4,survivor
570,family_size_0.00,0.027979026112646153,10,5,survivor
570,embarked_S,0.02446492736264298,10,6,survivor
570,fare_0.45,-0.005759462983179836,10,7,survivor
570,age_0.95,-0.04344536658567791,10,8,survivor
615,title_Mr,0.08284844065519009,15,1,no_survivor
615,sex_male,0.08217639261003136,15,2,no_survivor
615,family_size_0.00,0.05687295934480978,15,3,no_survivor
615,pclass_3.00,0.05142166398804854,10,4,no_survivor
615,embarked_S,0.050433430342811524,10,5,no_survivor
615,is_alone_1.00,0.02922225021610396,10,6,no_survivor
615,fare_0.25,0.017442688193817807,10,7,no_survivor
615,age_0.25,0.004677667391738589,10,8,no_survivor
632,pclass_3.00,0.17468535470440222,25,1,no_survivor
632,family_size_6.00,0.12435747569862701,20,2,no_survivor
632,embarked_S,0.07209345290820192,15,3,no_survivor
632,is_alone_0.00,0.07040294865496892,15,4,no_survivor
632,age_0.85,0.02936645212998157,10,5,no_survivor
632,fare_0.75,0.015668504978498712,10,6,no_survivor
632,title_Mrs,-0.05537786708960324,15,7,no_survivor
632,sex_female,-0.05610082924252556,15,8,no_survivor
636,pclass_3.00,0.25815627989103507,30,1,no_survivor
636,fare_0.65,0.13666519555068984,20,2,no_survivor
636,embarked_S,0.08613917856064089,15,3,no_survivor
636,age_0.15,0.06355278642982957,15,4,no_survivor
636,is_alone_1.00,0.027511850596713724,10,5,no_survivor
636,family_size_1.00,-0.029694139231981553,10,6,no_survivor
636,title_Mrs,-0.08335404446168444,15,7,no_survivor
636,sex_female,-0.08388161459269151,15,8,no_survivor
647,embarked_C,0.271446733234788,35,1,survivor
647,sex_female,0.21626215502703583,30,2,survivor
647,title_Mrs,0.2161448602334439,30,3,survivor
647,age_0.95,0.007016414808244895,10,4,survivor
647,family_size_0.00,0.005289615061516152,10,5,survivor
647,is_alone_1.00,-9.394281380726676e-05,10,6,survivor
647,fare_0.15,-0.010180710521636212,10,7,survivor
647,pclass_3.00,-0.08098061777213673,15,8,survivor
673,age_0.25,0.08661026618898066,15,1,no_survivor
673,title_Mr,0.08412565488272453,15,2,no_survivor
673,sex_male,0.082657319740601,15,3,no_survivor
673,fare_0.15,0.06987001999420528,15,4,no_survivor
673,pclass_3.00,0.04656718935696833,10,5,no_survivor
673,family_size_0.00,0.028963205757519064,10,6,no_survivor
673,is_alone_1.00,0.014163958993844502,10,7,no_survivor
673,embarked_C,-0.037862122172291665,10,8,no_survivor
675,fare_0.15,0.07989842669600813,15,1,no_survivor
675,title_Mr,0.07308495758428486,15,2,no_survivor
675,sex_male,0.07241290953912614,15,3,no_survivor
675,age_0.25,0.06997933016035002,15,4,no_survivor
675,pclass_3.00,0.028522517742168237,10,5,no_survivor
675,embarked_S,0.02558836718121249,10,6,no_survivor
675,family_size_0.00,0.019171132098231593,10,7,no_survivor
675,is_alone_1.00,0.006437851741170197,10,8,no_survivor
685,title_Mr,0.07449588701480113,15,1,no_survivor
685,sex_male,0.07382383896964241,15,2,no_survivor
685,age_0.25,0.05588793752338662,15,3,no_survivor
685,family_size_0.00,0.047326678100502166,10,4,no_survivor
685,pclass_3.00,0.04020095509745159,10,5,no_survivor
685,fare_0.65,0.03326643094312225,10,6,no_survivor
685,embarked_S,0.029532802451136347,10,7,no_survivor
685,is_alone_1.00,0.02056096264250909,10,8,no_survivor
695,age_0.15,0.1794655173792576,25,1,no_survivor
695,pclass_3.00,0.10918349346140918,20,2,no_survivor
695,fare_0.25,0.0872705562707158,15,3,no_survivor
695,family_size_0.00,0.0750845326940305,15,4,no_survivor
695,is_alone_1.00,0.06001828072414096,15,5,no_survivor
695,embarked_Q,0.029361218905897504,10,6,no_survivor
695,sex_female,-0.08229077864493801,15,7,no_survivor
695,title_Mrs,-0.08299732804796194,15,8,no_survivor
700,fare_0.35,0.08406337519353985,15,1,no_survivor
700,title_Mr,0.08011985335212043,15,2,no_survivor
700,sex_male,0.07944780530696172,15,3,no_survivor
700,family_size_0.00,0.04364729992335978,10,4,no_survivor
700,pclass_3.00,0.04325090357655352,10,5,no_survivor
700,embarked_S,0.0343603078064833,10,6,no_survivor
700,is_alone_1.00,0.02250633648513688,10,7,no_survivor
700,age_0.15,-0.012300388901603943,10,8,no_survivor
706,age_0.25,0.2632485567596158,35,1,no_survivor
706,fare_0.55,0.13847213734478403,20,2,no_survivor
706,pclass_3.00,0.11979041402808303,20,3,no_survivor
706,family_size_1.00,0.04044693730734449,10,4,no_survivor
706,is_alone_1.00,0.03569762449357709,10,5,no_survivor
706,embarked_C,0.004814830946294988,10,6,no_survivor
706,title_Mrs,-0.11336805721832861,20,7,no_survivor
706,sex_female,-0.11400695091881916,20,8,no_survivor
730,fare_0.25,0.09678884968939784,15,1,no_survivor
730,title_Mr,0.06873453356962861,15,2,no_survivor
730,sex_male,0.0685588130313509,15,3,no_survivor
730,embarked_S,0.04781923246316557,10,4,no_survivor
730,pclass_3.00,0.04499827889742085,10,5,no_survivor
730,family_size_0.00,0.027761990510790865,10,6,no_survivor
730,is_alone_1.00,0.015832494112085715,10,7,no_survivor
730,age_0.55,0.004601300468711183,10,8,no_survivor
778,fare_0.45,0.2124642621086338,30,1,survivor
778,sex_female,0.199452780273654,25,2,survivor
778,title_Mrs,0.19780120604416138,25,3,survivor
778,age_0.65,0.1825640931355683,25,4,survivor
778,is_alone_1.00,-0.001654136900676673,10,5,survivor
778,family_size_0.00,-0.013601204250949937,10,6,survivor
778,embarked_S,-0.02974871714749387,10,7,survivor
778,pclass_3.00,-0.12237377600544859,20,8,survivor
784,title_Mr,0.14904094422549985,20,1,no_survivor
784,sex_male,0.14878703966506662,20,2,no_survivor
784,pclass_3.00,0.051994827476816434,15,3,no_survivor
784,embarked_S,0.03389777465310854,10,4,no_survivor
784,fare_0.55,0.032118746308537324,10,5,no_survivor
784,is_alone_1.00,0.015902114760682227,10,6,no_survivor
784,age_0.35,-0.01043929026021858,10,7,no_survivor
784,family_size_1.00,-0.04620666408694083,10,8,no_survivor
795,age_0.25,0.08661026618898066,15,1,no_survivor
795,title_Mr,0.08412565488272453,15,2,no_survivor
795,sex_male,0.082657319740601,15,3,no_survivor
795,fare_0.15,0.06987001999420528,15,4,no_survivor
795,pclass_3.00,0.04656718935696833,10,5,no_survivor
795,family_size_0.00,0.028963205757519064,10,6,no_survivor
795,is_alone_1.00,0.014163958993844502,10,7,no_survivor
795,embarked_C,-0.037862122172291665,10,8,no_survivor
800,title_Mrs,0.2511400773327055,30,1,survivor
800,sex_female,0.22234226881633776,30,2,survivor
800,age_0.75,0.1121523697135318,20,3,survivor
800,embarked_Q,0.03683235693691214,10,4,survivor
800,is_alone_1.00,0.02821895927870883,10,5,survivor
800,family_size_0.00,0.014041085753058988,10,6,survivor
800,fare_0.15,-0.012634927191303071,10,7,survivor
800,pclass_3.00,-0.027187683382503457,10,8,survivor
803,age_0.45,0.13685859184001176,20,1,no_survivor
803,title_Mr,0.0778192971802325,15,2,no_survivor
803,sex_male,0.07721105258095208,15,3,no_survivor
803,pclass_3.00,0.024763814817526205,10,4,no_survivor
803,fare_0.25,0.023824234071076224,10,5,no_survivor
803,family_size_0.00,0.016093474569782586,10,6,no_survivor
803,embarked_Q,0.013749334007039806,10,7,no_survivor
803,is_alone_1.00,0.004775693675930501,10,8,no_survivor
808,fare_0.25,0.0925583100758375,15,1,no_survivor
808,title_Mr,0.06901965417840578,15,2,no_survivor
808,sex_male,0.06834760613324704,15,3,no_survivor
808,age_0.45,0.06502050681888011,15,4,no_survivor
808,pclass_3.00,0.030865169126469885,10,5,no_survivor
808,family_size_0.00,0.020806444689108347,10,6,no_survivor
808,embarked_S,0.01979925588336203,10,7,no_survivor
808,is_alone_1.00,0.008678545837241003,10,8,no_survivor
824,fare_0.15,0.08200644277218379,15,1,no_survivor
824,age_0.85,0.07063923833784953,15,2,no_survivor
824,sex_male,0.06571382067998412,15,3,no_survivor
824,title_Mr,0.06560787687896036,15,4,no_survivor
824,pclass_3.00,0.04737675119296362,10,5,no_survivor
824,embarked_S,0.022054361981088965,10,6,no_survivor
824,family_size_0.00,0.01780920274997005,10,7,no_survivor
824,is_alone_1.00,0.0038877981495511753,10,8,no_survivor
833,title_Mr,0.08985723646390947,15,1,no_survivor
833,sex_male,0.08718238894100344,15,2,no_survivor
833,pclass_3.00,0.06707070897850126,15,3,no_survivor
833,family_size_0.00,0.04769409235948832,10,4,no_survivor
833,embarked_S,0.04252961123905691,10,5,no_survivor
833,is_alone_1.00,0.03109327254545427,10,6,no_survivor
833,fare_0.25,0.024736405900409833,10,7,no_survivor
833,age_0.95,-0.015068223685271921,10,8,no_survivor
834,fare_0.35,0.16426928863735912,25,1,no_survivor
834,title_Mr,0.0790428235450988,15,2,no_survivor
834,sex_male,0.07792070476175965,15,3,no_survivor
834,pclass_3.00,0.030284399559065634,10,4,no_survivor
834,family_size_0.00,0.01814835703239019,10,5,no_survivor
834,embarked_S,0.007686778148511461,10,6,no_survivor
834,is_alone_1.00,0.005335540013366999,10,7,no_survivor
