target,node_1,node_2,count,edge_weight
target_1,age_0.65,sex_female,17,1
target_1,age_0.65,sex_male,14,1
target_1,age_0.65,survived_0,10,1
target_1,age_0.65,survived_1,21,1
target_1,age_0.65,title_Mr,13,1
target_1,age_0.65,title_Mrs,16,1
target_1,age_0.65,title_rare,2,1
target_1,age_0.75,embarked_C,16,1
target_1,age_0.75,embarked_Q,1,1
target_1,age_0.75,embarked_S,19,1
target_1,age_0.75,family_size_0.00,18,1
target_1,age_0.75,family_size_1.00,13,1
target_1,age_0.75,family_size_2.00,3,1
target_1,age_0.75,family_size_3.00,2,1
target_1,age_0.75,fare_0.75,10,1
target_1,age_0.75,fare_0.85,9,1
target_1,age_0.75,fare_0.95,14,1
target_1,age_0.75,fare_1.05,3,1
target_1,age_0.75,is_alone_0.00,31,1
target_1,age_0.75,is_alone_1.00,5,1
target_1,age_0.75,sex_female,18,1
target_1,age_0.75,sex_male,18,1
target_1,age_0.75,survived_0,10,1
target_1,age_0.75,survived_1,26,1
target_1,age_0.75,title_Mr,18,1
target_1,age_0.75,title_Mrs,18,1
target_1,age_0.85,embarked_C,20,1
target_1,age_0.85,embarked_Q,1,1
target_1,age_0.85,embarked_S,24,1
target_1,age_0.85,family_size_0.00,26,1
target_1,age_0.85,family_size_1.00,14,1
target_1,age_0.85,family_size_2.00,5,1
target_1,age_0.85,fare_0.05,3,1
target_1,age_0.85,fare_0.75,13,1
target_1,age_0.85,fare_0.85,10,1
target_1,age_0.85,fare_0.95,19,1
target_1,age_0.85,is_alone_0.00,40,1
target_1,age_0.85,is_alone_1.00,5,1
target_1,age_0.85,sex_female,19,1
target_1,age_0.85,sex_male,26,1
target_1,age_0.85,survived_0,17,1
target_1,age_0.85,survived_1,28,1
target_1,age_0.85,title_Mr,23,1
target_1,age_0.85,title_Mrs,18,1
target_1,age_0.85,title_rare,4,1
target_1,age_0.95,embarked_C,51,2
target_1,age_0.95,embarked_S,67,2
target_1,age_0.95,family_size_0.00,58,2
target_1,age_0.95,family_size_1.00,35,1
target_1,age_0.95,family_size_2.00,21,1
target_1,age_0.95,family_size_4.00,2,1
target_1,age_0.95,family_size_5.00,2,1
target_1,age_0.95,fare_0.05,1,1
target_1,age_0.95,fare_0.75,39,1
target_1,age_0.95,fare_0.85,23,1
target_1,age_0.95,fare_0.95,54,2
target_1,age_0.95,fare_1.05,1,1
target_1,age_0.95,is_alone_0.00,93,2
target_1,age_0.95,is_alone_1.00,25,1
target_1,age_0.95,sex_female,44,1
target_1,age_0.95,sex_male,74,2
target_1,age_0.95,survived_0,57,2
target_1,age_0.95,survived_1,61,2
target_1,age_0.95,title_Mr,65,2
target_1,age_0.95,title_Mrs,42,1
target_1,age_0.95,title_rare,11,1
target_1,age_1.05,embarked_C,2,1
target_1,age_1.05,embarked_S,4,1
target_1,age_1.05,family_size_0.00,3,1
target_1,age_1.05,family_size_1.00,2,1
target_1,age_1.05,family_size_2.00,1,1
target_1,age_1.05,fare_0.75,1,1
target_1,age_1.05,fare_0.85,2,1
target_1,age_1.05,fare_0.95,3,1
target_1,age_1.05,is_alone_0.00,5,1
target_1,age_1.05,is_alone_1.00,1,1
target_1,age_1.05,sex_female,1,1
target_1,age_1.05,sex_male,5,1
target_1,age_1.05,survived_0,4,1
target_1,age_1.05,survived_1,2,1
target_1,age_1.05,title_Mr,4,1
target_1,age_1.05,title_Mrs,1,1
target_1,age_1.05,title_rare,1,1
target_1,embarked_C,is_alone_0.00,119,3
target_1,embarked_C,is_alone_1.00,22,1
target_1,embarked_C,sex_female,71,2
target_1,embarked_C,sex_male,70,2
target_1,embarked_C,survived_0,44,1
target_1,embarked_C,survived_1,97,2
target_1,embarked_C,title_Mr,63,2
target_1,embarked_C,title_Mrs,66,2
target_1,embarked_C,title_rare,12,1
target_1,embarked_Q,is_alone_0.00,2,1
target_1,embarked_Q,is_alone_1.00,1,1
target_1,embarked_Q,sex_female,2,1
target_1,embarked_Q,sex_male,1,1
target_1,embarked_Q,survived_0,1,1
target_1,embarked_Q,survived_1,2,1
target_1,embarked_Q,title_Mrs,2,1
target_1,embarked_Q,title_rare,1,1
target_1,embarked_S,is_alone_0.00,141,3
target_1,embarked_S,is_alone_1.00,36,1
target_1,embarked_S,sex_female,71,2
target_1,embarked_S,sex_male,106,3
target_1,embarked_S,survived_0,76,2
target_1,embarked_S,survived_1,101,3
target_1,embarked_S,title_Mr,99,2
target_1,embarked_S,title_Mrs,69,2
target_1,embarked_S,title_rare,9,1
target_1,family_size_0.00,embarked_C,65,2
target_1,family_size_0.00,embarked_S,93,2
target_1,family_size_0.00,is_alone_0.00,158,4
target_1,family_size_0.00,sex_female,52,2
target_1,family_size_0.00,sex_male,106,3
target_1,family_size_0.00,survived_0,76,2
target_1,family_size_0.00,survived_1,82,2
target_1,family_size_0.00,title_Mr,97,2
target_1,family_size_0.00,title_Mrs,46,1
target_1,family_size_0.00,title_rare,15,1
target_1,family_size_1.00,embarked_C,54,2
target_1,family_size_1.00,embarked_Q,2,1
target_1,family_size_1.00,embarked_S,48,1
target_1,family_size_1.00,is_alone_0.00,104,3
target_1,family_size_1.00,sex_female,59,2
target_1,family_size_1.00,sex_male,45,1
target_1,family_size_1.00,survived_0,29,1
target_1,family_size_1.00,survived_1,75,2
target_1,family_size_1.00,title_Mr,43,1
target_1,family_size_1.00,title_Mrs,58,2
target_1,family_size_1.00,title_rare,3,1
target_1,family_size_2.00,embarked_C,17,1
target_1,family_size_2.00,embarked_Q,1,1
target_1,family_size_2.00,embarked_S,21,1
target_1,family_size_2.00,is_alone_1.00,39,1
target_1,family_size_2.00,sex_female,21,1
target_1,family_size_2.00,sex_male,18,1
target_1,family_size_2.00,survived_0,10,1
target_1,family_size_2.00,survived_1,29,1
target_1,family_size_2.00,title_Mr,14,1
target_1,family_size_2.00,title_Mrs,21,1
target_1,family_size_2.00,title_rare,4,1
target_1,family_size_3.00,embarked_S,9,1
target_1,family_size_3.00,is_alone_1.00,9,1
target_1,family_size_3.00,sex_female,5,1
target_1,family_size_3.00,sex_male,4,1
target_1,family_size_3.00,survived_0,3,1
target_1,family_size_3.00,survived_1,6,1
target_1,family_size_3.00,title_Mr,4,1
target_1,family_size_3.00,title_Mrs,5,1
target_1,family_size_4.00,embarked_C,5,1
target_1,family_size_4.00,is_alone_1.00,5,1
target_1,family_size_4.00,sex_female,3,1
target_1,family_size_4.00,sex_male,2,1
target_1,family_size_4.00,survived_0,1,1
target_1,family_size_4.00,survived_1,4,1
target_1,family_size_4.00,title_Mr,2,1
target_1,family_size_4.00,title_Mrs,3,1
target_1,family_size_5.00,embarked_S,6,1
target_1,family_size_5.00,is_alone_1.00,6,1
target_1,family_size_5.00,sex_female,4,1
target_1,family_size_5.00,sex_male,2,1
target_1,family_size_5.00,survived_0,2,1
target_1,family_size_5.00,survived_1,4,1
target_1,family_size_5.00,title_Mr,2,1
target_1,family_size_5.00,title_Mrs,4,1
target_1,fare_0.05,embarked_S,4,1
target_1,fare_0.05,family_size_0.00,4,1
target_1,fare_0.05,is_alone_0.00,4,1
target_1,fare_0.05,sex_male,4,1
target_1,fare_0.05,survived_0,3,1
target_1,fare_0.05,survived_1,1,1
target_1,fare_0.05,title_Mr,3,1
target_1,fare_0.05,title_rare,1,1
target_1,fare_0.15,embarked_S,1,1
target_1,fare_0.15,family_size_0.00,1,1
target_1,fare_0.15,is_alone_0.00,1,1
target_1,fare_0.15,sex_male,1,1
target_1,fare_0.15,survived_0,1,1
target_1,fare_0.15,title_Mr,1,1
target_1,fare_0.75,embarked_C,29,1
target_1,fare_0.75,embarked_S,54,2
target_1,fare_0.75,family_size_0.00,78,2
target_1,fare_0.75,family_size_1.00,2,1
target_1,fare_0.75,family_size_2.00,3,1
target_1,fare_0.75,is_alone_0.00,80,2
target_1,fare_0.75,is_alone_1.00,3,1
target_1,fare_0.75,sex_female,17,1
target_1,fare_0.75,sex_male,66,2
target_1,fare_0.75,survived_0,42,1
target_1,fare_0.75,survived_1,41,1
target_1,fare_0.75,title_Mr,60,2
target_1,fare_0.75,title_Mrs,16,1
target_1,fare_0.75,title_rare,7,1
target_1,fare_0.85,embarked_C,23,1
target_1,fare_0.85,embarked_S,49,1
target_1,fare_0.85,family_size_0.00,27,1
target_1,fare_0.85,family_size_1.00,39,1
target_1,fare_0.85,family_size_2.00,5,1
target_1,fare_0.85,family_size_3.00,1,1
target_1,fare_0.85,is_alone_0.00,66,2
target_1,fare_0.85,is_alone_1.00,6,1
target_1,fare_0.85,sex_female,30,1
target_1,fare_0.85,sex_male,42,1
target_1,fare_0.85,survived_0,29,1
target_1,fare_0.85,survived_1,43,1
target_1,fare_0.85,title_Mr,39,1
target_1,fare_0.85,title_Mrs,28,1
target_1,fare_0.85,title_rare,5,1
target_1,fare_0.95,embarked_C,85,2
target_1,fare_0.95,embarked_Q,3,1
target_1,fare_0.95,embarked_S,69,2
target_1,fare_0.95,family_size_0.00,46,1
target_1,fare_0.95,family_size_1.00,61,2
target_1,fare_0.95,family_size_2.00,31,1
target_1,fare_0.95,family_size_3.00,8,1
target_1,fare_0.95,family_size_4.00,5,1
target_1,fare_0.95,family_size_5.00,6,1
target_1,fare_0.95,is_alone_0.00,107,3
target_1,fare_0.95,is_alone_1.00,50,1
target_1,fare_0.95,sex_female,95,2
target_1,fare_0.95,sex_male,62,2
target_1,fare_0.95,survived_0,46,1
target_1,fare_0.95,survived_1,111,3
target_1,fare_0.95,title_Mr,57,2
target_1,fare_0.95,title_Mrs,91,2
target_1,fare_0.95,title_rare,9,1
target_1,fare_1.05,embarked_C,4,1
target_1,fare_1.05,family_size_0.00,2,1
target_1,fare_1.05,family_size_1.00,2,1
target_1,fare_1.05,is_alone_0.00,4,1
target_1,fare_1.05,sex_female,2,1
target_1,fare_1.05,sex_male,2,1
target_1,fare_1.05,survived_1,4,1
target_1,fare_1.05,title_Mr,2,1
target_1,fare_1.05,title_Mrs,2,1
target_1,is_alone_0.00,survived_0,105,3
target_1,is_alone_0.00,survived_1,157,4
target_1,is_alone_1.00,survived_0,16,1
target_1,is_alone_1.00,survived_1,43,1
target_1,sex_female,is_alone_0.00,111,3
target_1,sex_female,is_alone_1.00,33,1
target_1,sex_female,survived_0,5,1
target_1,sex_female,survived_1,139,3
target_1,sex_female,title_Mrs,137,3
target_1,sex_female,title_rare,7,1
target_1,sex_male,is_alone_0.00,151,4
target_1,sex_male,is_alone_1.00,26,1
target_1,sex_male,survived_0,116,3
target_1,sex_male,survived_1,61,2
target_1,sex_male,title_Mr,162,4
target_1,sex_male,title_rare,15,1
target_1,title_Mr,is_alone_0.00,140,3
target_1,title_Mr,is_alone_1.00,22,1
target_1,title_Mr,survived_0,108,3
target_1,title_Mr,survived_1,54,2
target_1,title_Mrs,is_alone_0.00,104,3
target_1,title_Mrs,is_alone_1.00,33,1
target_1,title_Mrs,survived_0,5,1
target_1,title_Mrs,survived_1,132,3
target_1,title_rare,is_alone_0.00,18,1
target_1,title_rare,is_alone_1.00,4,1
target_1,title_rare,survived_0,8,1
target_1,title_rare,survived_1,14,1
target_2,age_0.05,embarked_C,3,1
target_2,age_0.05,embarked_S,15,1
target_2,age_0.05,family_size_1.00,1,1
target_2,age_0.05,family_size_2.00,11,1
target_2,age_0.05,family_size_3.00,6,1
target_2,age_0.05,fare_0.55,1,1
target_2,age_0.05,fare_0.65,4,1
target_2,age_0.05,fare_0.75,8,1
target_2,age_0.05,fare_0.85,5,1
target_2,age_0.05,is_alone_0.00,1,1
target_2,age_0.05,is_alone_1.00,17,1
target_2,age_0.05,sex_female,9,1
target_2,age_0.05,sex_male,9,1
target_2,age_0.05,survived_1,18,1
target_2,age_0.05,title_Mr,9,1
target_2,age_0.05,title_Mrs,9,1
target_2,age_0.15,embarked_C,2,1
target_2,age_0.15,embarked_S,22,1
target_2,age_0.15,family_size_0.00,13,1
target_2,age_0.15,family_size_1.00,3,1
target_2,age_0.15,family_size_2.00,7,1
target_2,age_0.15,family_size_3.00,1,1
target_2,age_0.15,fare_0.45,9,1
target_2,age_0.15,fare_0.55,1,1
target_2,age_0.15,fare_0.65,2,1
target_2,age_0.15,fare_0.75,5,1
target_2,age_0.15,fare_0.85,3,1
target_2,age_0.15,fare_0.95,4,1
target_2,age_0.15,is_alone_0.00,16,1
target_2,age_0.15,is_alone_1.00,8,1
target_2,age_0.15,sex_female,12,1
target_2,age_0.15,sex_male,12,1
target_2,age_0.15,survived_0,11,1
target_2,age_0.15,survived_1,13,1
target_2,age_0.15,title_Mr,12,1
target_2,age_0.15,title_Mrs,12,1
target_2,age_0.25,embarked_C,1,1
target_2,age_0.25,embarked_S,20,1
target_2,age_0.25,family_size_0.00,13,1
target_2,age_0.25,family_size_1.00,5,1
target_2,age_0.25,family_size_2.00,2,1
target_2,age_0.25,family_size_3.00,1,1
target_2,age_0.25,fare_0.45,11,1
target_2,age_0.25,fare_0.55,1,1
target_2,age_0.25,fare_0.65,2,1
target_2,age_0.25,fare_0.75,3,1
target_2,age_0.25,fare_0.85,2,1
target_2,age_0.25,fare_0.95,2,1
target_2,age_0.25,is_alone_0.00,18,1
target_2,age_0.25,is_alone_1.00,3,1
target_2,age_0.25,sex_female,8,1
target_2,age_0.25,sex_male,13,1
target_2,age_0.25,survived_0,11,1
target_2,age_0.25,survived_1,10,1
target_2,age_0.25,title_Mr,13,1
target_2,age_0.25,title_Mrs,8,1
target_2,age_0.35,embarked_C,5,1
target_2,age_0.35,embarked_S,26,1
target_2,age_0.35,family_size_0.00,16,1
target_2,age_0.35,family_size_1.00,3,1
target_2,age_0.35,family_size_2.00,6,1
target_2,age_0.35,family_size_3.00,5,1
target_2,age_0.35,family_size_5.00,1,1
target_2,age_0.35,fare_0.45,14,1
target_2,age_0.35,fare_0.55,4,1
target_2,age_0.35,fare_0.65,2,1
target_2,age_0.35,fare_0.75,6,1
target_2,age_0.35,fare_0.85,2,1
target_2,age_0.35,fare_0.95,3,1
target_2,age_0.35,is_alone_0.00,19,1
target_2,age_0.35,is_alone_1.00,12,1
target_2,age_0.35,sex_female,15,1
target_2,age_0.35,sex_male,16,1
target_2,age_0.35,survived_0,16,1
target_2,age_0.35,survived_1,15,1
target_2,age_0.35,title_Mr,15,1
target_2,age_0.35,title_Mrs,15,1
target_2,age_0.35,title_rare,1,1
target_2,age_0.45,embarked_C,2,1
target_2,age_0.45,embarked_S,16,1
target_2,age_0.45,family_size_0.00,12,1
target_2,age_0.45,family_size_1.00,2,1
target_2,age_0.45,family_size_2.00,3,1
target_2,age_0.45,family_size_3.00,1,1
target_2,age_0.45,fare_0.45,9,1
target_2,age_0.45,fare_0.55,2,1
target_2,age_0.45,fare_0.75,6,1
target_2,age_0.45,fare_0.85,1,1
target_2,age_0.45,is_alone_0.00,14,1
target_2,age_0.45,is_alone_1.00,4,1
target_2,age_0.45,sex_female,4,1
target_2,age_0.45,sex_male,14,1
target_2,age_0.45,survived_0,13,1
target_2,age_0.45,survived_1,5,1
target_2,age_0.45,title_Mr,14,1
target_2,age_0.45,title_Mrs,4,1
target_2,age_0.55,embarked_C,6,1
target_2,age_0.55,embarked_S,25,1
target_2,age_0.55,family_size_0.00,17,1
target_2,age_0.55,family_size_1.00,13,1
target_2,age_0.55,family_size_2.00,1,1
target_2,age_0.55,fare_0.45,11,1
target_2,age_0.55,fare_0.55,5,1
target_2,age_0.55,fare_0.65,4,1
target_2,age_0.55,fare_0.75,11,1
target_2,age_0.55,is_alone_0.00,30,1
target_2,age_0.55,is_alone_1.00,1,1
target_2,age_0.55,sex_female,14,1
target_2,age_0.55,sex_male,17,1
target_2,age_0.55,survived_0,18,1
target_2,age_0.55,survived_1,13,1
target_2,age_0.55,title_Mr,15,1
target_2,age_0.55,title_Mrs,13,1
target_2,age_0.55,title_rare,3,1
target_2,age_0.65,embarked_C,5,1
target_2,age_0.65,embarked_Q,1,1
target_2,age_0.65,embarked_S,28,1
target_2,age_0.65,family_size_0.00,21,1
target_2,age_0.65,family_size_1.00,5,1
target_2,age_0.65,family_size_2.00,6,1
target_2,age_0.65,family_size_3.00,2,1
target_2,age_0.65,fare_0.45,18,1
target_2,age_0.65,fare_0.55,2,1
target_2,age_0.65,fare_0.65,5,1
target_2,age_0.65,fare_0.75,7,1
target_2,age_0.65,fare_0.85,1,1
target_2,age_0.65,fare_0.95,1,1
target_2,age_0.65,is_alone_0.00,26,1
target_2,age_0.65,is_alone_1.00,8,1
target_2,age_0.65,sex_female,12,1
target_2,age_0.65,sex_male,22,1
target_2,age_0.65,survived_0,19,1
target_2,age_0.65,survived_1,15,1
target_2,age_0.65,title_Mr,21,1
target_2,age_0.65,title_Mrs,12,1
target_2,age_0.65,title_rare,1,1
target_2,age_0.75,embarked_C,3,1
target_2,age_0.75,embarked_Q,1,1
target_2,age_0.75,embarked_S,36,1
target_2,age_0.75,family_size_0.00,29,1
target_2,age_0.75,family_size_1.00,7,1
target_2,age_0.75,family_size_2.00,2,1
target_2,age_0.75,family_size_3.00,2,1
target_2,age_0.75,fare_0.05,9,1
target_2,age_0.75,fare_0.45,14,1
target_2,age_0.75,fare_0.55,2,1
target_2,age_0.75,fare_0.65,5,1
target_2,age_0.75,fare_0.75,9,1
target_2,age_0.75,fare_0.85,1,1
target_2,age_0.75,is_alone_0.00,36,1
target_2,age_0.75,is_alone_1.00,4,1
target_2,age_0.75,sex_female,11,1
target_2,age_0.75,sex_male,29,1
target_2,age_0.75,survived_0,29,1
target_2,age_0.75,survived_1,11,1
target_2,age_0.75,title_Mr,29,1
target_2,age_0.75,title_Mrs,11,1
target_2,age_0.85,embarked_C,1,1
target_2,age_0.85,embarked_Q,2,1
target_2,age_0.85,embarked_S,25,1
target_2,age_0.85,family_size_0.00,17,1
target_2,age_0.85,family_size_1.00,8,1
target_2,age_0.85,family_size_2.00,3,1
target_2,age_0.85,fare_0.45,13,1
target_2,age_0.85,fare_0.55,2,1
target_2,age_0.85,fare_0.65,4,1
target_2,age_0.85,fare_0.75,8,1
target_2,age_0.85,fare_0.85,1,1
target_2,age_0.85,is_alone_0.00,25,1
target_2,age_0.85,is_alone_1.00,3,1
target_2,age_0.85,sex_female,9,1
target_2,age_0.85,sex_male,19,1
target_2,age_0.85,survived_0,20,1
target_2,age_0.85,survived_1,8,1
target_2,age_0.85,title_Mr,17,1
target_2,age_0.85,title_Mrs,9,1
target_2,age_0.85,title_rare,2,1
target_2,age_0.95,embarked_Q,3,1
target_2,age_0.95,embarked_S,29,1
target_2,age_0.95,family_size_0.00,20,1
target_2,age_0.95,family_size_1.00,5,1
target_2,age_0.95,family_size_2.00,4,1
target_2,age_0.95,family_size_3.00,2,1
target_2,age_0.95,family_size_4.00,1,1
target_2,age_0.95,fare_0.45,13,1
target_2,age_0.95,fare_0.55,5,1
target_2,age_0.95,fare_0.65,2,1
target_2,age_0.95,fare_0.75,8,1
target_2,age_0.95,fare_0.85,2,1
target_2,age_0.95,fare_0.95,2,1
target_2,age_0.95,is_alone_0.00,25,1
target_2,age_0.95,is_alone_1.00,7,1
target_2,age_0.95,sex_female,12,1
target_2,age_0.95,sex_male,20,1
target_2,age_0.95,survived_0,21,1
target_2,age_0.95,survived_1,11,1
target_2,age_0.95,title_Mr,16,1
target_2,age_0.95,title_Mrs,12,1
target_2,age_0.95,title_rare,4,1
target_2,age_1.05,embarked_S,2,1
target_2,age_1.05,family_size_0.00,2,1
target_2,age_1.05,fare_0.45,2,1
target_2,age_1.05,is_alone_0.00,2,1
target_2,age_1.05,sex_male,2,1
target_2,age_1.05,survived_0,2,1
target_2,age_1.05,title_Mr,2,1
target_2,embarked_C,is_alone_0.00,21,1
target_2,embarked_C,is_alone_1.00,7,1
target_2,embarked_C,sex_female,11,1
target_2,embarked_C,sex_male,17,1
target_2,embarked_C,survived_0,12,1
target_2,embarked_C,survived_1,16,1
target_2,embarked_C,title_Mr,17,1
target_2,embarked_C,title_Mrs,11,1
target_2,embarked_Q,is_alone_0.00,7,1
target_2,embarked_Q,sex_female,2,1
target_2,embarked_Q,sex_male,5,1
target_2,embarked_Q,survived_0,5,1
target_2,embarked_Q,survived_1,2,1
target_2,embarked_Q,title_Mr,4,1
target_2,embarked_Q,title_Mrs,2,1
target_2,embarked_Q,title_rare,1,1
target_2,embarked_S,is_alone_0.00,184,4
target_2,embarked_S,is_alone_1.00,60,2
target_2,embarked_S,sex_female,93,2
target_2,embarked_S,sex_male,151,4
target_2,embarked_S,survived_0,143,3
target_2,embarked_S,survived_1,101,3
target_2,embarked_S,title_Mr,142,3
target_2,embarked_S,title_Mrs,92,2
target_2,embarked_S,title_rare,10,1
target_2,family_size_0.00,embarked_C,13,1
target_2,family_size_0.00,embarked_Q,7,1
target_2,family_size_0.00,embarked_S,140,3
target_2,family_size_0.00,is_alone_0.00,160,4
target_2,family_size_0.00,sex_female,42,1
target_2,family_size_0.00,sex_male,118,3
target_2,family_size_0.00,survived_0,112,3
target_2,family_size_0.00,survived_1,48,1
target_2,family_size_0.00,title_Mr,111,3
target_2,family_size_0.00,title_Mrs,41,1
target_2,family_size_0.00,title_rare,8,1
target_2,family_size_1.00,embarked_C,8,1
target_2,family_size_1.00,embarked_S,44,1
target_2,family_size_1.00,is_alone_0.00,52,2
target_2,family_size_1.00,sex_female,26,1
target_2,family_size_1.00,sex_male,26,1
target_2,family_size_1.00,survived_0,29,1
target_2,family_size_1.00,survived_1,23,1
target_2,family_size_1.00,title_Mr,24,1
target_2,family_size_1.00,title_Mrs,26,1
target_2,family_size_1.00,title_rare,2,1
target_2,family_size_2.00,embarked_C,3,1
target_2,family_size_2.00,embarked_S,42,1
target_2,family_size_2.00,is_alone_1.00,45,1
target_2,family_size_2.00,sex_female,21,1
target_2,family_size_2.00,sex_male,24,1
target_2,family_size_2.00,survived_0,15,1
target_2,family_size_2.00,survived_1,30,1
target_2,family_size_2.00,title_Mr,23,1
target_2,family_size_2.00,title_Mrs,21,1
target_2,family_size_2.00,title_rare,1,1
target_2,family_size_3.00,embarked_C,4,1
target_2,family_size_3.00,embarked_S,16,1
target_2,family_size_3.00,is_alone_1.00,20,1
target_2,family_size_3.00,sex_female,15,1
target_2,family_size_3.00,sex_male,5,1
target_2,family_size_3.00,survived_0,4,1
target_2,family_size_3.00,survived_1,16,1
target_2,family_size_3.00,title_Mr,5,1
target_2,family_size_3.00,title_Mrs,15,1
target_2,family_size_4.00,embarked_S,1,1
target_2,family_size_4.00,is_alone_1.00,1,1
target_2,family_size_4.00,sex_female,1,1
target_2,family_size_4.00,survived_1,1,1
target_2,family_size_4.00,title_Mrs,1,1
target_2,family_size_5.00,embarked_S,1,1
target_2,family_size_5.00,is_alone_1.00,1,1
target_2,family_size_5.00,sex_female,1,1
target_2,family_size_5.00,survived_1,1,1
target_2,family_size_5.00,title_Mrs,1,1
target_2,fare_0.05,embarked_S,9,1
target_2,fare_0.05,family_size_0.00,9,1
target_2,fare_0.05,is_alone_0.00,9,1
target_2,fare_0.05,sex_male,9,1
target_2,fare_0.05,survived_0,9,1
target_2,fare_0.05,title_Mr,9,1
target_2,fare_0.45,embarked_C,3,1
