target,feature_value,reason
Google,weight_>205_g,muchos telefonos de Google pesan mas de 205 gramos
Motorola,battery size_4000_4700_mAh,algunos telefonos de Motorola tienen un tamano de bateria entre 4000 y 4700 mAh
Motorola,battery size_<4000_mAh,algunos modelos de Motorola tienen baterias mas pequenas de 4000 mAh
Motorola,battery size_>4700_mAh,muchos telefonos de Motorola tienen baterias mas grandes de 4700 mAh
Motorola,internal memory_128_GB,algunos telefonos de Motorola ofrecen 128 GB de memoria interna
Motorola,internal memory_<=64_GB,muchos modelos de Motorola tienen 64 GB o menos de memoria interna
Motorola,internal memory_>=256_GB,pocos telefonos de Motorola vienen con 256 GB o mas de memoria interna
Motorola,main camera_15_50_MP,los telefonos de Motorola tipicamente tienen camaras principales entre 15 y 50 MP
Motorola,main camera_<15_MP,los modelos antiguos de Motorola tienen camaras principales con menos de 15 MP
Motorola,main camera_>50_MP,los modelos mas nuevos de Motorola tienen camaras principales con mas de 50 MP
Motorola,performance_Low,muchos modelos economicos de Motorola tienen bajo rendimiento
Motorola,performance_Mid,algunos telefonos de Motorola ofrecen rendimiento de gama media
Motorola,performance_Top,algunos modelos de Motorola proporcionan alto rendimiento
Motorola,performance_Ultra top,los telefonos insignia de Motorola ofrecen rendimiento ultra alto
Motorola,price_200_450_dollars,Motorola ofrece telefonos en el rango de 200 a 450 dolares
Motorola,price_450_700_dollars,algunos modelos de Motorola tienen precios entre 450 y 700 dolares
Motorola,price_<200_dollars,muchos telefonos de Motorola tienen precios por debajo de 200 dolares
Motorola,price_>700_dollars,muy pocos modelos de Motorola a menudo superan los 700 dolares
Motorola,screen size_6.4_6.6_inches,muchos telefonos de Motorola tienen pantallas entre 6.4 y 6.6 pulgadas
Motorola,screen size_<6.4_inches,los modelos antiguos de Motorola tienen pantallas mas pequenas de 6.4 pulgadas
Motorola,screen size_>6.6_inches,los telefonos grandes de Motorola tienen pantallas mas grandes de 6.6 pulgadas
Motorola,selfie camera_10_30_MP,algunos telefonos de Motorola tienen camaras selfies entre 10 y 30 MP
Motorola,selfie camera_<10_MP,muchos modelos de Motorola tienen camaras selfies con menos de 10 MP
Motorola,selfie camera_>30_MP,los modelos mas nuevos de Motorola tienen camaras selfies con mas de 30 MP
Motorola,weight_190_205_g,muchos telefonos de Motorola pesan entre 190 y 205 gramos
Motorola,weight_<190_g,los modelos ligeros de Motorola pesan menos de 190 gramos
Motorola,weight_>205_g,los telefonos grandes de Motorola pesan mas de 205 gramos
Samsung,battery size_4000_4700_mAh,algunos telefonos de Samsung tienen un tamano de bateria entre 4000 y 4700 mAh
Samsung,battery size_<4000_mAh,algunos modelos de Samsung tienen baterias mas pequenas de 4000 mAh
Samsung,battery size_>4700_mAh,algunos telefonos de Samsung cuentan con baterias mayores de 4700 mAh
Samsung,internal memory_128_GB,muchos telefonos de Samsung ofrecen 128 GB de memoria interna
Samsung,internal memory_<=64_GB,los modelos de entrada de Samsung tienen 64 GB o menos de memoria interna
Samsung,internal memory_>=256_GB,algunos telefonos de Samsung vienen con 256 GB de memoria interna
Samsung,main camera_15_50_MP,los telefonos de Samsung tipicamente tienen camaras principales entre 15 y 50 MP
Samsung,main camera_<15_MP,los modelos antiguos de Samsung tienen camaras principales con menos de 15 MP
Samsung,main camera_>50_MP,los modelos mas nuevos de Samsung tienen camaras principales con mas de 50 MP
Samsung,performance_Low,algunos modelos economicos de Samsung tienen bajo rendimiento
Samsung,performance_Mid,algunos telefonos de Samsung ofrecen rendimiento de gama media
Samsung,performance_Top,algunos modelos de Samsung proporcionan alto rendimiento
Samsung,performance_Ultra top,los telefonos insignia de Samsung ofrecen rendimiento ultra alto
Samsung,price_200_450_dollars,Samsung ofrece telefonos en el rango de 200 a 450 dolares
Samsung,price_450_700_dollars,algunos modelos de Samsung tienen precios entre 450 y 700 dolares
Samsung,price_<200_dollars,muy pocos telefonos de Samsung tienen un precio por debajo de 200 dolares
Samsung,price_>700_dollars,muchos modelos de Samsung a menudo superan los 700 dolares
Samsung,screen size_6.4_6.6_inches,algunos telefonos de Samsung tienen pantallas entre 6.4 y 6.6 pulgadas
Samsung,screen size_<6.4_inches,los modelos antiguos de Samsung tienen pantallas mas pequenas de 6.4 pulgadas
Samsung,screen size_>6.6_inches,muchos telefonos de Samsung tienen pantallas mas grandes de 6.6 pulgadas
Samsung,selfie camera_10_30_MP,algunos telefonos de Samsung tienen camaras selfies entre 10 y 30 MP
Samsung,selfie camera_<10_MP,los modelos de entrada de Samsung tienen camaras selfies con menos de 10 MP
Samsung,selfie camera_>30_MP,muchos modelos de Samsung tienen camaras selfies con mas de 30 MP
Samsung,weight_190_205_g,algunos telefonos de Samsung pesan entre 190 y 205 gramos
Samsung,weight_<190_g,los modelos ligeros de Samsung pesan menos de 190 gramos
Samsung,weight_>205_g,muchos telefonos de Samsung pesan mas de 205 gramos
Xiaomi,battery size_4000_4700_mAh,algunos telefonos de Xiaomi tienen un tamano de bateria entre 4000 y 4700 mAh
Xiaomi,battery size_<4000_mAh,algunos modelos de Xiaomi tienen baterias mas pequenas de 4000 mAh
Xiaomi,battery size_>4700_mAh,muchos telefonos de Xiaomi tienen baterias mas grandes de 4700 mAh
Xiaomi,internal memory_128_GB,algunos telefonos de Xiaomi ofrecen 128 GB de memoria interna
Xiaomi,internal memory_<=64_GB,los modelos de entrada de Xiaomi tienen 64 GB o menos de memoria interna
Xiaomi,internal memory_>=256_GB,muchos telefonos de Xiaomi vienen con 256 GB de memoria interna
Xiaomi,main camera_15_50_MP,algunos telefonos de Xiaomi tienen camaras principales entre 15 y 50 MP
Xiaomi,main camera_<15_MP,los modelos antiguos de Xiaomi tienen camaras principales con menos de 15 MP
Xiaomi,main camera_>50_MP,muchos modelos de Xiaomi tienen camaras principales con mas de 50 MP
Xiaomi,performance_Low,algunos modelos economicos de Xiaomi tienen bajo rendimiento
Xiaomi,performance_Mid,muchos telefonos de Xiaomi ofrecen rendimiento de gama media
Xiaomi,performance_Top,pocos modelos de Xiaomi proporcionan alto rendimiento
Xiaomi,performance_Ultra top,pocos telefonos de Xiaomi ofrecen rendimiento ultra alto
Xiaomi,price_200_450_dollars,Xiaomi ofrece muchos telefonos en el rango de 200 a 450 dolares
Xiaomi,price_450_700_dollars,pocos modelos de Xiaomi tienen precios entre 450 y 700 dolares
Xiaomi,price_<200_dollars,algunos telefonos de Xiaomi tienen precios por debajo de 200 dolares
Xiaomi,price_>700_dollars,muy pocos modelos de Xiaomi a menudo superan los 700 dolares
Xiaomi,screen size_6.4_6.6_inches,muchos telefonos de Xiaomi tienen pantallas entre 6.4 y 6.6 pulgadas
Xiaomi,screen size_<6.4_inches,los modelos antiguos de Xiaomi tienen pantallas mas pequenas de 6.4 pulgadas
Xiaomi,screen size_>6.6_inches,los telefonos grandes de Xiaomi tienen pantallas mas grandes de 6.6 pulgadas
Xiaomi,selfie camera_10_30_MP,los telefonos de Xiaomi tipicamente tienen camaras selfies entre 10 y 30 MP
Xiaomi,selfie camera_<10_MP,los modelos de entrada de Xiaomi tienen camaras selfies con menos de 10 MP
Xiaomi,selfie camera_>30_MP,los modelos mas nuevos de Xiaomi tienen camaras selfies con mas de 30 MP
Xiaomi,weight_190_205_g,muchos telefonos de Xiaomi pesan entre 190 y 205 gramos
Xiaomi,weight_<190_g,los modelos ligeros de Xiaomi pesan menos de 190 gramos
Xiaomi,weight_>205_g,los telefonos grandes de Xiaomi pesan mas de 205 gramos
Xiaomi,weight_>205_g,
